Subject Id,Term Code,Subject Enrollment Number
HAA.3029,2017FA,1.00
HAA.9744,2017FA,1.00
HAA.5637,2017FA,1.00
HAA.5642,2017FA,3.00
HAA.2498,2017FA,2.00
HAA.2505,2017FA,1.00
HAA.2508,2017FA,1.00
HAA.1601,2017FA,1.00
HAA.1626,2017FA,2.00
HAS.2446,2017FA,1.00
HAS.2482,2017FA,1.00
HAA.3063,2017FA,1.00
HAA.3065,2017FA,1.00
HAA.3069,2017FA,1.00
11.URN,2017FA,1.00
4.URN,2017FA,4.00
3.URN,2017FA,14.00
21M.URN,2017FA,1.00
21L.URN,2017FA,1.00
HST.URN,2017FA,4.00
16.URN,2017FA,11.00
5.URN,2017FA,11.00
6.URN,2017FA,48.00
EC.A790,2017FA,12.00
EC.S07,2017FA,8.00
EC.S11,2017FA,1.00
EC.S12,2017FA,3.00
EC.URG,2017FA,5.00
EM.411,2017FA,108.00
EM.441,2017FA,21.00
21M.030,2017FA,60.00
21M.051,2017FA,50.00
21M.065,2017FA,13.00
21M.226,2017FA,19.00
21M.235,2017FA,8.00
21M.283,2017FA,14.00
21M.292,2017FA,8.00
21M.293,2017FA,16.00
21M.295,2017FA,23.00
21M.299,2017FA,7.00
21M.301,2017FA,82.00
16.A40,2017FA,8.00
16.EPE,2017FA,1.00
16.NIV,2017FA,12.00
20.507,2017FA,1.00
20.554,2017FA,2.00
20.903,2017FA,1.00
20.950,2017FA,62.00
20.951,2017FA,17.00
20.960,2017FA,7.00
20.A02,2017FA,8.00
20.NIV,2017FA,13.00
20.S900,2017FA,27.00
20.S940,2017FA,2.00
20.S947,2017FA,11.00
20.S948,2017FA,19.00
20.S949,2017FA,1.00
21G.151,2017FA,9.00
21G.157,2017FA,2.00
21G.192,2017FA,3.00
12.983,2017FA,2.00
12.A03,2017FA,7.00
2.75,2017FA,18.00
2.750,2017FA,13.00
2.76,2017FA,36.00
2.760,2017FA,16.00
2.78,2017FA,9.00
2.785,2017FA,3.00
2.79,2017FA,13.00
2.791,2017FA,2.00
4.566,2017FA,6.00
4.569,2017FA,8.00
4.580,2017FA,12.00
4.581,2017FA,9.00
4.582,2017FA,2.00
4.583,2017FA,17.00
4.589,2017FA,3.00
4.601,2017FA,19.00
4.603,2017FA,24.00
4.604,2017FA,1.00
4.612,2017FA,15.00
4.614,2017FA,4.00
4.619,2017FA,10.00
6.175,2017FA,19.00
11.345,2017FA,38.00
11.351,2017FA,26.00
11.354,2017FA,37.00
11.360,2017FA,4.00
15.124,2017FA,17.00
15.128,2017FA,10.00
15.136,2017FA,11.00
15.223,2017FA,110.00
15.248,2017FA,31.00
15.269,2017FA,31.00
15.279,2017FA,19.00
15.280,2017FA,409.00
16.413,2017FA,44.00
16.440,2017FA,9.00
16.453,2017FA,32.00
16.459,2017FA,11.00
16.511,2017FA,10.00
16.621,2017FA,12.00
16.622,2017FA,12.00
16.650,2017FA,2.00
16.651,2017FA,2.00
16.653,2017FA,2.00
20.200,2017FA,134.00
20.201,2017FA,18.00
20.203,2017FA,4.00
20.219,2017FA,1.00
20.305,2017FA,6.00
20.309,2017FA,38.00
12.A60,2017FA,5.00
12.NIV,2017FA,2.00
12.S680,2017FA,5.00
12.THG,2017FA,76.00
12.THU,2017FA,4.00
12.TIP,2017FA,8.00
14.003,2017FA,19.00
14.01,2017FA,191.00
1.000,2017FA,24.00
1.010,2017FA,26.00
1.018A,2017FA,8.00
1.018B,2017FA,4.00
2.795,2017FA,15.00
2.798,2017FA,15.00
2.810,2017FA,43.00
2.821,2017FA,20.00
2.853,2017FA,3.00
2.854,2017FA,22.00
2.890,2017FA,1.00
2.900,2017FA,7.00
2.96,2017FA,38.00
4.625,2017FA,6.00
4.634,2017FA,3.00
4.635,2017FA,13.00
4.640,2017FA,10.00
4.647,2017FA,17.00
CMS.615,2017FA,13.00
CMS.616,2017FA,18.00
CMS.617,2017FA,14.00
CMS.619,2017FA,3.00
CMS.628,2017FA,6.00
CMS.634,2017FA,6.00
CMS.701,2017FA,2.00
CMS.790,2017FA,11.00
CMS.796,2017FA,11.00
14.75,2017FA,14.00
14.770,2017FA,12.00
14.771,2017FA,19.00
14.NIV,2017FA,2.00
14.THG,2017FA,85.00
14.THU,2017FA,2.00
14.URG,2017FA,6.00
14.URN,2017FA,4.00
15.010,2017FA,409.00
1.72,2017FA,14.00
1.731,2017FA,10.00
1.78,2017FA,5.00
1.811,2017FA,3.00
1.813,2017FA,6.00
6.172,2017FA,89.00
7.52,2017FA,41.00
7.540,2017FA,2.00
7.547,2017FA,6.00
7.59,2017FA,3.00
7.61,2017FA,20.00
7.62,2017FA,7.00
7.63,2017FA,7.00
7.65,2017FA,3.00
7.72,2017FA,5.00
7.74,2017FA,7.00
7.81,2017FA,9.00
7.85,2017FA,12.00
10.982,2017FA,10.00
10.983,2017FA,4.00
10.984,2017FA,4.00
10.985,2017FA,1.00
10.987,2017FA,5.00
10.989,2017FA,8.00
10.990,2017FA,40.00
10.991,2017FA,146.00
10.994,2017FA,2.00
10.995,2017FA,3.00
10.997,2017FA,4.00
10.998,2017FA,6.00
10.A11,2017FA,8.00
10.A12,2017FA,6.00
10.A14,2017FA,7.00
14.02,2017FA,175.00
14.03,2017FA,41.00
21G.219,2017FA,21.00
21G.222,2017FA,45.00
21G.223,2017FA,2.00
21G.224,2017FA,22.00
21G.225,2017FA,17.00
21G.226,2017FA,1.00
21W.754,2017FA,4.00
21W.755,2017FA,17.00
21W.757,2017FA,8.00
21W.758,2017FA,11.00
21W.762,2017FA,36.00
21W.763,2017FA,5.00
21W.768,2017FA,3.00
21W.771,2017FA,6.00
21W.778,2017FA,16.00
21W.786,2017FA,4.00
21W.791,2017FA,2.00
21W.792,2017FA,1.00
21W.823,2017FA,8.00
HAA.1089,2017FA,1.00
HAA.1091,2017FA,1.00
HAA.1093,2017FA,4.00
6.251,2017FA,43.00
6.255,2017FA,43.00
6.301,2017FA,32.00
6.335,2017FA,1.00
6.336,2017FA,40.00
6.338,2017FA,13.00
6.339,2017FA,13.00
6.341,2017FA,30.00
6.374,2017FA,17.00
6.431A,2017FA,49.00
7.89,2017FA,4.00
7.934,2017FA,38.00
7.935,2017FA,29.00
7.941,2017FA,65.00
7.A12,2017FA,7.00
7.A18,2017FA,8.00
7.MTHG,2017FA,12.00
7.NIV,2017FA,27.00
7.THG,2017FA,131.00
7.UR,2017FA,2.00
7.URG,2017FA,39.00
7.URN,2017FA,7.00
7.URW,2017FA,1.00
8.01,2017FA,589.00
10.A15,2017FA,7.00
10.A18,2017FA,6.00
20.320,2017FA,44.00
20.363,2017FA,7.00
21A.500,2017FA,19.00
21A.506,2017FA,7.00
21A.819,2017FA,15.00
21A.901,2017FA,1.00
21A.939,2017FA,1.00
21A.949,2017FA,1.00
21A.950,2017FA,3.00
21G.024,2017FA,4.00
21G.027,2017FA,12.00
21G.046,2017FA,12.00
21G.047,2017FA,11.00
21G.053,2017FA,14.00
21G.058,2017FA,9.00
21M.846,2017FA,20.00
21M.851,2017FA,4.00
21M.854,2017FA,1.00
21M.A12,2017FA,6.00
21M.THT,2017FA,2.00
4.661,2017FA,17.00
4.683,2017FA,1.00
4.684,2017FA,3.00
4.685,2017FA,1.00
4.689,2017FA,5.00
4.693,2017FA,5.00
4.694,2017FA,3.00
4.A06,2017FA,7.00
4.A07,2017FA,8.00
4.A08,2017FA,9.00
4.NIV,2017FA,4.00
4.S02,2017FA,9.00
6.431B,2017FA,49.00
6.434,2017FA,23.00
6.436,2017FA,68.00
6.438,2017FA,98.00
6.450,2017FA,14.00
6.453,2017FA,14.00
6.521,2017FA,9.00
8.012,2017FA,55.00
8.01L,2017FA,94.00
8.02,2017FA,184.00
8.021,2017FA,16.00
8.022,2017FA,58.00
8.03,2017FA,71.00
11.006,2017FA,15.00
11.011,2017FA,42.00
11.013,2017FA,18.00
1.818,2017FA,11.00
1.83,2017FA,8.00
1.831,2017FA,3.00
1.871,2017FA,11.00
3.016,2017FA,34.00
3.032,2017FA,32.00
3.034,2017FA,39.00
3.04,2017FA,6.00
3.042,2017FA,14.00
3.054,2017FA,12.00
3.055,2017FA,3.00
5.52,2017FA,8.00
5.53,2017FA,13.00
5.54,2017FA,10.00
5.60,2017FA,78.00
5.61,2017FA,16.00
5.68,2017FA,1.00
5.697,2017FA,7.00
5.698,2017FA,8.00
5.70,2017FA,18.00
5.73,2017FA,15.00
6.913,2017FA,28.00
6.920,2017FA,60.00
6.928,2017FA,12.00
14.06,2017FA,9.00
14.09,2017FA,1.00
14.11,2017FA,27.00
14.12,2017FA,94.00
14.121,2017FA,42.00
1.022,2017FA,10.00
1.050,2017FA,8.00
1.053,2017FA,2.00
1.054,2017FA,3.00
1.058,2017FA,4.00
1.060A,2017FA,17.00
1.060B,2017FA,13.00
2.961,2017FA,21.00
2.978,2017FA,1.00
2.979,2017FA,3.00
2.98,2017FA,49.00
2.990,2017FA,3.00
2.993,2017FA,2.00
2.994,2017FA,2.00
2.996,2017FA,25.00
2.997,2017FA,1.00
2.998,2017FA,1.00
2.999,2017FA,1.00
2.A36,2017FA,10.00
2.A50,2017FA,5.00
2.EPE,2017FA,285.00
4.S33,2017FA,3.00
HAA.1094,2017FA,2.00
HAA.1098,2017FA,4.00
HAA.1099,2017FA,1.00
15.501,2017FA,151.00
15.515,2017FA,408.00
15.516,2017FA,18.00
15.535,2017FA,142.00
15.539,2017FA,3.00
15.565,2017FA,33.00
15.567,2017FA,86.00
15.569,2017FA,32.00
17.901,2017FA,30.00
17.905,2017FA,4.00
17.906,2017FA,2.00
17.907,2017FA,1.00
17.955,2017FA,1.00
17.960,2017FA,3.00
17.NIV,2017FA,3.00
17.S914,2017FA,75.00
17.S950,2017FA,8.00
17.S951,2017FA,9.00
10.A21,2017FA,7.00
10.A22,2017FA,8.00
10.NIV,2017FA,16.00
10.S94,2017FA,5.00
10.THG,2017FA,177.00
10.THU,2017FA,1.00
10.UR,2017FA,2.00
10.URG,2017FA,35.00
10.URN,2017FA,16.00
10.URW,2017FA,1.00
11.001,2017FA,26.00
11.002,2017FA,29.00
14.122,2017FA,42.00
14.13,2017FA,46.00
14.160,2017FA,9.00
14.18,2017FA,3.00
14.191,2017FA,2.00
14.193,2017FA,9.00
14.197,2017FA,1.00
14.27,2017FA,17.00
14.271,2017FA,25.00
14.281,2017FA,15.00
14.282,2017FA,9.00
1.061,2017FA,5.00
21M.THU,2017FA,1.00
21M.UR,2017FA,1.00
21W.011,2017FA,23.00
21W.012,2017FA,14.00
21W.013,2017FA,10.00
21W.015,2017FA,18.00
21W.016,2017FA,11.00
21W.021,2017FA,12.00
21W.022,2017FA,50.00
11.014,2017FA,8.00
11.021,2017FA,1.00
11.025,2017FA,11.00
11.124,2017FA,23.00
11.129,2017FA,5.00
11.137,2017FA,3.00
11.148,2017FA,3.00
11.150,2017FA,13.00
14.30,2017FA,21.00
14.32,2017FA,21.00
14.33,2017FA,18.00
14.381,2017FA,34.00
14.384,2017FA,35.00
14.385,2017FA,25.00
14.391,2017FA,48.00
1.101,2017FA,15.00
1.106,2017FA,3.00
1.125,2017FA,29.00
1.146,2017FA,4.00
1.200,2017FA,26.00
1.201,2017FA,30.00
1.208,2017FA,12.00
1.231,2017FA,16.00
1.232,2017FA,6.00
1.252,2017FA,13.00
1.260,2017FA,17.00
6.631,2017FA,14.00
6.637,2017FA,17.00
6.720,2017FA,22.00
6.728,2017FA,27.00
6.732,2017FA,10.00
6.801,2017FA,9.00
6.804,2017FA,46.00
6.805,2017FA,26.00
8.033,2017FA,77.00
8.04,2017FA,30.00
8.05,2017FA,69.00
8.07,2017FA,21.00
8.09,2017FA,19.00
8.13,2017FA,43.00
11.201,2017FA,69.00
11.202,2017FA,72.00
11.203,2017FA,61.00
11.205,2017FA,62.00
11.206,2017FA,2.00
14.416,2017FA,12.00
14.442,2017FA,7.00
14.451,2017FA,28.00
14.452,2017FA,28.00
14.461,2017FA,16.00
14.471,2017FA,15.00
CMS.901,2017FA,2.00
CMS.935,2017FA,5.00
CMS.950,2017FA,9.00
CMS.990,2017FA,18.00
CMS.993,2017FA,4.00
CMS.994,2017FA,1.00
CMS.995,2017FA,1.00
CMS.NIV,2017FA,1.00
CMS.S61,2017FA,1.00
CMS.THG,2017FA,9.00
CMS.THT,2017FA,1.00
CMS.URG,2017FA,9.00
CMS.URW,2017FA,4.00
CSB.100,2017FA,8.00
CSB.110,2017FA,6.00
1.95,2017FA,3.00
1.969,2017FA,2.00
1.982,2017FA,1.00
1.984,2017FA,1.00
1.A17,2017FA,14.00
HAA.1133,2017FA,1.00
15.570,2017FA,174.00
15.572,2017FA,63.00
15.576,2017FA,11.00
15.579,2017FA,12.00
15.615,2017FA,59.00
15.618,2017FA,60.00
15.657,2017FA,19.00
15.663,2017FA,3.00
15.665,2017FA,132.00
15.671,2017FA,52.00
18.014,2017FA,8.00
18.01A,2017FA,143.00
18.02,2017FA,494.00
24.400,2017FA,5.00
24.501,2017FA,9.00
24.636,2017FA,1.00
24.637,2017FA,6.00
24.729,2017FA,15.00
24.805,2017FA,7.00
24.891,2017FA,1.00
24.900,2017FA,65.00
15.0341,2017FA,7.00
15.054,2017FA,22.00
15.060,2017FA,361.00
15.THG,2017FA,116.00
15.UR,2017FA,1.00
15.URG,2017FA,32.00
15.URN,2017FA,8.00
15.URW,2017FA,3.00
16.001,2017FA,56.00
16.002,2017FA,55.00
16.06,2017FA,37.00
16.07,2017FA,40.00
16.100,2017FA,33.00
18.705,2017FA,14.00
18.715,2017FA,27.00
18.725,2017FA,24.00
18.737,2017FA,17.00
18.745,2017FA,12.00
18.755,2017FA,13.00
18.784,2017FA,14.00
18.785,2017FA,14.00
18.821,2017FA,22.00
18.901,2017FA,23.00
18.9011,2017FA,2.00
18.905,2017FA,31.00
15.451,2017FA,55.00
15.452,2017FA,78.00
15.460,2017FA,47.00
15.493,2017FA,66.00
15.496,2017FA,42.00
17.418,2017FA,3.00
17.445,2017FA,4.00
17.446,2017FA,1.00
17.484,2017FA,11.00
17.486,2017FA,3.00
17.50,2017FA,24.00
17.55,2017FA,8.00
17.800,2017FA,17.00
17.801,2017FA,6.00
17.804,2017FA,12.00
17.850,2017FA,11.00
22.911,2017FA,55.00
22.94,2017FA,10.00
22.A01,2017FA,8.00
22.NIV,2017FA,17.00
14.54,2017FA,11.00
14.581,2017FA,7.00
14.661,2017FA,23.00
14.73,2017FA,53.00
1.364,2017FA,6.00
1.38,2017FA,5.00
1.462,2017FA,13.00
1.541,2017FA,7.00
1.562,2017FA,18.00
1.573,2017FA,5.00
1.574,2017FA,13.00
1.575,2017FA,17.00
1.581,2017FA,5.00
1.582,2017FA,13.00
1.61,2017FA,5.00
2.EPW,2017FA,402.00
2.NIV,2017FA,35.00
2.S972,2017FA,5.00
2.S973,2017FA,18.00
2.S993,2017FA,3.00
2.S997,2017FA,28.00
2.S998,2017FA,19.00
2.THG,2017FA,509.00
2.THU,2017FA,19.00
2.UR,2017FA,6.00
1.NIV,2017FA,15.00
1.S982,2017FA,6.00
1.S993,2017FA,8.00
1.THG,2017FA,193.00
1.UR,2017FA,1.00
1.URG,2017FA,4.00
2.00,2017FA,42.00
3.064,2017FA,10.00
3.07,2017FA,10.00
3.081,2017FA,5.00
3.091,2017FA,366.00
3.152,2017FA,5.00
3.155,2017FA,2.00
5.891,2017FA,1.00
5.90,2017FA,45.00
5.913,2017FA,52.00
5.921,2017FA,46.00
5.931,2017FA,76.00
5.941,2017FA,43.00
5.NIV,2017FA,17.00
5.THG,2017FA,196.00
5.THU,2017FA,1.00
21G.901,2017FA,18.00
21G.903,2017FA,15.00
21G.911,2017FA,1.00
21G.URN,2017FA,1.00
21H.009,2017FA,18.00
21H.101,2017FA,9.00
21H.108,2017FA,6.00
21H.130,2017FA,22.00
21H.151,2017FA,7.00
21H.160,2017FA,8.00
CSB.190,2017FA,12.00
CSB.199,2017FA,4.00
CSB.THG,2017FA,16.00
ESD.THG,2017FA,88.00
24.901,2017FA,21.00
24.902,2017FA,21.00
24.906,2017FA,16.00
21G.820,2017FA,4.00
21G.851,2017FA,1.00
18.919,2017FA,10.00
18.950,2017FA,9.00
18.9501,2017FA,4.00
ES.8012,2017FA,7.00
ES.A70,2017FA,17.00
ES.S10,2017FA,17.00
ES.S40,2017FA,3.00
MS.101,2017FA,18.00
MS.102,2017FA,18.00
MS.201,2017FA,16.00
MS.301,2017FA,13.00
MS.401,2017FA,10.00
NS.100,2017FA,6.00
NS.11,2017FA,17.00
NS.200,2017FA,3.00
21M.426,2017FA,16.00
21M.442,2017FA,12.00
21M.445,2017FA,55.00
21M.450,2017FA,2.00
21M.451,2017FA,6.00
21M.460,2017FA,41.00
21M.480,2017FA,6.00
21M.512,2017FA,3.00
21M.600,2017FA,156.00
22.THG,2017FA,66.00
22.THT,2017FA,17.00
22.THU,2017FA,1.00
22.URG,2017FA,2.00
24.00,2017FA,122.00
21G.503,2017FA,39.00
21G.505,2017FA,18.00
21G.551,2017FA,8.00
21G.590,2017FA,2.00
21G.611,2017FA,9.00
21G.613,2017FA,14.00
21G.700,2017FA,9.00
21G.701,2017FA,27.00
CMS.801,2017FA,11.00
CMS.807,2017FA,4.00
CMS.815,2017FA,3.00
CMS.828,2017FA,6.00
CMS.830,2017FA,1.00
CMS.834,2017FA,4.00
CMS.836,2017FA,4.00
2.UR2,2017FA,1.00
2.URG,2017FA,28.00
2.URW,2017FA,1.00
3.012,2017FA,45.00
3.014,2017FA,49.00
5.36,2017FA,18.00
5.36U,2017FA,1.00
5.37,2017FA,13.00
5.37U,2017FA,1.00
5.43,2017FA,12.00
5.47,2017FA,12.00
5.511,2017FA,13.00
6.878,2017FA,25.00
6.889,2017FA,26.00
6.901,2017FA,11.00
6.902,2017FA,57.00
6.904,2017FA,3.00
6.911,2017FA,108.00
6.912,2017FA,108.00
8.A22,2017FA,9.00
8.NIV,2017FA,25.00
8.THG,2017FA,122.00
8.UR,2017FA,8.00
9.01,2017FA,72.00
9.011,2017FA,18.00
9.014,2017FA,24.00
5.UR,2017FA,1.00
5.URG,2017FA,7.00
6.00,2017FA,187.00
6.0001,2017FA,221.00
6.981,2017FA,153.00
6.991,2017FA,89.00
6.A01,2017FA,14.00
6.A03,2017FA,7.00
6.A04,2017FA,9.00
6.A05,2017FA,6.00
6.A47,2017FA,7.00
6.A48,2017FA,10.00
6.A51,2017FA,8.00
6.A59,2017FA,15.00
6.EPE,2017FA,1.00
6.NIV,2017FA,36.00
6.S062,2017FA,1.00
9.919,2017FA,21.00
9.921,2017FA,49.00
9.941,2017FA,17.00
9.A10,2017FA,11.00
9.A17,2017FA,9.00
9.NIV,2017FA,23.00
9.S911,2017FA,15.00
9.S915,2017FA,7.00
9.S916,2017FA,14.00
9.S917,2017FA,20.00
9.THG,2017FA,24.00
2.001,2017FA,163.00
2.003,2017FA,113.00
2.004,2017FA,48.00
2.005,2017FA,77.00
3.20,2017FA,34.00
3.23,2017FA,38.00
3.33,2017FA,13.00
3.36,2017FA,9.00
1.361,2017FA,5.00
5.13,2017FA,70.00
5.310,2017FA,37.00
5.35,2017FA,16.00
5.35U,2017FA,2.00
6.864,2017FA,115.00
6.866,2017FA,21.00
6.867,2017FA,408.00
6.869,2017FA,120.00
6.871,2017FA,13.00
8.351,2017FA,4.00
8.370,2017FA,44.00
8.391,2017FA,114.00
8.395,2017FA,1.00
8.399,2017FA,28.00
8.511,2017FA,49.00
8.590,2017FA,5.00
8.591,2017FA,25.00
8.613,2017FA,11.00
8.701,2017FA,15.00
8.790,2017FA,3.00
8.811,2017FA,17.00
8.902,2017FA,6.00
8.995,2017FA,1.00
11.368,2017FA,10.00
11.371,2017FA,3.00
11.373,2017FA,4.00
11.378,2017FA,10.00
6.933,2017FA,48.00
6.946,2017FA,5.00
6.951,2017FA,1.00
6.960,2017FA,114.00
6.961,2017FA,25.00
6.962,2017FA,27.00
6.980,2017FA,2.00
9.20,2017FA,31.00
9.31,2017FA,16.00
9.41,2017FA,3.00
9.455,2017FA,5.00
9.46,2017FA,9.00
9.520,2017FA,47.00
9.523,2017FA,24.00
9.66,2017FA,14.00
9.660,2017FA,52.00
9.71,2017FA,4.00
9.85,2017FA,43.00
HAA.1025,2017FA,1.00
HAA.1045,2017FA,1.00
4.S52,2017FA,12.00
4.S67,2017FA,12.00
4.S68,2017FA,11.00
4.THG,2017FA,43.00
4.THT,2017FA,3.00
4.THU,2017FA,1.00
4.UR,2017FA,1.00
4.URG,2017FA,5.00
5.04,2017FA,28.00
5.05,2017FA,16.00
5.062,2017FA,16.00
5.067,2017FA,4.00
5.07,2017FA,61.00
6.525,2017FA,9.00
6.556,2017FA,8.00
6.561,2017FA,11.00
6.580,2017FA,3.00
6.589,2017FA,8.00
6.630,2017FA,22.00
17.THG,2017FA,43.00
17.THT,2017FA,7.00
17.UR,2017FA,1.00
17.URG,2017FA,3.00
18.01,2017FA,131.00
24.02,2017FA,66.00
24.05,2017FA,47.00
24.211,2017FA,19.00
24.231,2017FA,37.00
24.236,2017FA,4.00
24.237,2017FA,13.00
24.244,2017FA,11.00
24.253,2017FA,15.00
24.260,2017FA,18.00
21G.702,2017FA,11.00
21G.703,2017FA,28.00
21G.704,2017FA,40.00
21G.712,2017FA,14.00
21G.715,2017FA,14.00
21G.736,2017FA,15.00
21G.751,2017FA,8.00
21G.752,2017FA,3.00
21G.801,2017FA,3.00
21G.803,2017FA,3.00
1.070A,2017FA,6.00
1.070B,2017FA,4.00
1.072,2017FA,2.00
1.075,2017FA,2.00
1.078,2017FA,3.00
1.082,2017FA,2.00
1.085,2017FA,2.00
5.111,2017FA,351.00
5.112,2017FA,80.00
5.12,2017FA,133.00
6.806,2017FA,68.00
6.809,2017FA,10.00
6.811,2017FA,13.00
6.814,2017FA,28.00
6.819,2017FA,73.00
6.828,2017FA,113.00
6.829,2017FA,50.00
6.830,2017FA,47.00
6.837,2017FA,62.00
6.840,2017FA,64.00
6.854,2017FA,69.00
6.860,2017FA,84.00
6.861,2017FA,65.00
8.231,2017FA,14.00
8.277,2017FA,1.00
8.286,2017FA,65.00
8.287,2017FA,3.00
8.290,2017FA,7.00
15.375,2017FA,51.00
15.378,2017FA,9.00
15.3781,2017FA,2.00
15.386,2017FA,134.00
15.389,2017FA,135.00
15.390,2017FA,77.00
15.3901,2017FA,17.00
15.395,2017FA,49.00
15.399,2017FA,30.00
15.401,2017FA,238.00
16.S899,2017FA,6.00
16.THG,2017FA,225.00
16.UR,2017FA,10.00
17.006,2017FA,1.00
17.007,2017FA,9.00
17.154,2017FA,4.00
17.178,2017FA,5.00
17.181,2017FA,10.00
17.182,2017FA,2.00
17.20,2017FA,33.00
17.200,2017FA,14.00
17.202,2017FA,7.00
17.251,2017FA,12.00
20.S952,2017FA,133.00
20.THG,2017FA,86.00
20.UR,2017FA,1.00
20.URG,2017FA,42.00
20.URW,2017FA,2.00
21.THT,2017FA,2.00
22.01,2017FA,14.00
22.011,2017FA,4.00
22.014,2017FA,1.00
22.033,2017FA,16.00
22.05,2017FA,18.00
22.081,2017FA,8.00
22.09,2017FA,12.00
21G.232,2017FA,10.00
21G.301,2017FA,14.00
21G.302,2017FA,6.00
21G.303,2017FA,15.00
21G.304,2017FA,12.00
21G.306,2017FA,1.00
21G.308,2017FA,8.00
21G.312,2017FA,15.00
21G.322,2017FA,6.00
21G.346,2017FA,4.00
21G.351,2017FA,3.00
21W.825,2017FA,8.00
21W.THG,2017FA,8.00
21W.THT,2017FA,3.00
CDO.IND,2017FA,1.00
CDO.THG,2017FA,15.00
CMS.100,2017FA,18.00
CMS.300,2017FA,31.00
CMS.307,2017FA,9.00
CMS.309,2017FA,7.00
CMS.336,2017FA,10.00
CMS.376,2017FA,14.00
HAA.1494,2017FA,1.00
HAA.1507,2017FA,1.00
HAA.1537,2017FA,1.00
HAA.1134,2017FA,1.00
HAA.1143,2017FA,2.00
HAA.1147,2017FA,1.00
HAA.1157,2017FA,1.00
HAA.1163,2017FA,1.00
HAA.1167,2017FA,5.00
HAA.1168,2017FA,1.00
15.700,2017FA,124.00
15.702,2017FA,121.00
15.705,2017FA,121.00
15.707,2017FA,121.00
15.717,2017FA,124.00
15.722,2017FA,124.00
15.724,2017FA,121.00
15.732,2017FA,121.00
15.761,2017FA,100.00
18.022,2017FA,94.00
18.02A,2017FA,145.00
18.03,2017FA,216.00
24.921,2017FA,3.00
24.922,2017FA,2.00
24.931,2017FA,2.00
24.943,2017FA,6.00
24.949,2017FA,10.00
24.951,2017FA,10.00
24.960,2017FA,12.00
24.961,2017FA,8.00
24.964,2017FA,6.00
24.967,2017FA,3.00
24.970,2017FA,7.00
24.979,2017FA,12.00
24.991,2017FA,7.00
24.A02,2017FA,11.00
24.A03,2017FA,9.00
24.NIV,2017FA,2.00
21H.205,2017FA,9.00
21H.214,2017FA,17.00
21H.217,2017FA,2.00
21H.218,2017FA,1.00
21H.220,2017FA,11.00
21H.244,2017FA,6.00
21H.262,2017FA,6.00
21H.319,2017FA,15.00
21H.322,2017FA,5.00
21H.333,2017FA,12.00
21H.354,2017FA,4.00
21H.357,2017FA,4.00
21H.381,2017FA,7.00
21H.382,2017FA,2.00
HAA.1187,2017FA,1.00
HAA.1188,2017FA,1.00
HAA.1190,2017FA,1.00
HAA.1191,2017FA,2.00
HAA.1193,2017FA,2.00
HAA.1195,2017FA,2.00
HAA.1199,2017FA,1.00
HAA.1201,2017FA,1.00
HAA.1206,2017FA,6.00
HAA.1209,2017FA,1.00
15.769,2017FA,54.00
15.770,2017FA,13.00
15.772,2017FA,9.00
15.777,2017FA,47.00
15.780,2017FA,10.00
15.792,2017FA,50.00
15.794,2017FA,32.00
15.795,2017FA,18.00
15.799,2017FA,1.00
15.810,2017FA,34.00
15.818,2017FA,180.00
15.830,2017FA,38.00
15.833,2017FA,45.00
15.838,2017FA,4.00
18.06,2017FA,158.00
18.062,2017FA,20.00
24.S93,2017FA,1.00
24.S95,2017FA,12.00
24.THG,2017FA,33.00
24.URG,2017FA,3.00
24.URW,2017FA,1.00
AS.101,2017FA,21.00
AS.111,2017FA,21.00
AS.201,2017FA,9.00
AS.211,2017FA,9.00
AS.311,2017FA,3.00
AS.401,2017FA,7.00
AS.411,2017FA,4.00
AS.S811,2017FA,5.00
CC.012,2017FA,7.00
CC.110,2017FA,42.00
21H.383,2017FA,2.00
21H.391,2017FA,1.00
21H.982,2017FA,3.00
21H.991,2017FA,7.00
21H.THU,2017FA,1.00
21H.URG,2017FA,2.00
21L.000,2017FA,15.00
HAA.0789,2017FA,1.00
CMS.864,2017FA,1.00
CMS.867,2017FA,2.00
CMS.874,2017FA,2.00
11.540,2017FA,9.00
11.544,2017FA,3.00
11.545,2017FA,2.00
11.601,2017FA,16.00
11.630,2017FA,1.00
11.701,2017FA,11.00
11.901,2017FA,4.00
11.902,2017FA,10.00
11.903,2017FA,4.00
11.904,2017FA,1.00
11.910,2017FA,16.00
2.006,2017FA,44.00
2.008,2017FA,80.00
2.009,2017FA,140.00
3.697,2017FA,15.00
9.015,2017FA,12.00
9.07,2017FA,11.00
9.123,2017FA,10.00
9.16,2017FA,4.00
9.160,2017FA,4.00
9.17,2017FA,6.00
11.407,2017FA,12.00
11.430,2017FA,11.00
11.431,2017FA,54.00
11.433,2017FA,48.00
11.435,2017FA,20.00
11.437,2017FA,25.00
11.450,2017FA,32.00
11.463,2017FA,6.00
11.466,2017FA,5.00
11.468,2017FA,6.00
11.472,2017FA,2.00
11.493,2017FA,9.00
11.520,2017FA,41.00
15.011,2017FA,18.00
15.0111,2017FA,16.00
15.015,2017FA,110.00
15.021,2017FA,18.00
15.034,2017FA,67.00
15.062,2017FA,94.00
9.UR,2017FA,2.00
9.URG,2017FA,59.00
9.URG2,2017FA,2.00
9.URW,2017FA,12.00
