Subject Id,Term Code,Subject Enrollment Number
8.14,2017SP,15.00
8.18,2017SP,2.00
8.19,2017SP,1.00
8.225,2017SP,79.00
8.241,2017SP,10.00
8.251,2017SP,17.00
CC.S10,2017SP,1.00
EC.075,2017SP,3.00
EC.110,2017SP,1.00
21G.716,2017SP,6.00
21G.731,2017SP,13.00
21G.735,2017SP,6.00
21G.751,2017SP,6.00
21G.752,2017SP,10.00
21G.802,2017SP,2.00
21G.804,2017SP,3.00
21G.852,2017SP,1.00
21G.855,2017SP,8.00
21G.880,2017SP,5.00
21G.902,2017SP,29.00
21G.904,2017SP,16.00
21G.911,2017SP,1.00
21W.770,2017SP,13.00
21W.771,2017SP,6.00
21W.775,2017SP,9.00
21W.777,2017SP,4.00
21W.790,2017SP,10.00
21W.791,2017SP,2.00
HAB.2218,2017SP,1.00
11.THG,2017SP,118.00
11.THU,2017SP,5.00
11.UR,2017SP,2.00
11.URG,2017SP,7.00
11.URW,2017SP,3.00
12.002,2017SP,5.00
12.007,2017SP,4.00
12.009,2017SP,8.00
12.011,2017SP,29.00
12.092,2017SP,3.00
12.098,2017SP,2.00
12.110A,2017SP,3.00
12.110B,2017SP,3.00
12.207,2017SP,1.00
15.122,2017SP,4.00
15.132,2017SP,34.00
15.137,2017SP,4.00
15.218,2017SP,39.00
15.221,2017SP,18.00
15.225,2017SP,64.00
15.228,2017SP,76.00
15.232,2017SP,42.00
15.268,2017SP,28.00
15.270,2017SP,43.00
15.276,2017SP,27.00
16.20,2017SP,27.00
16.230,2017SP,2.00
18.434,2017SP,12.00
18.436,2017SP,4.00
18.453,2017SP,8.00
18.4531,2017SP,8.00
18.504,2017SP,15.00
18.600,2017SP,130.00
18.615,2017SP,97.00
18.650,2017SP,36.00
18.6501,2017SP,15.00
18.655,2017SP,5.00
18.657,2017SP,31.00
18.702,2017SP,49.00
18.703,2017SP,11.00
18.704,2017SP,4.00
18.706,2017SP,9.00
EC.120,2017SP,1.00
EC.310,2017SP,15.00
EC.711,2017SP,4.00
HST.100,2017SP,38.00
HST.101,2017SP,2.00
HST.110,2017SP,50.00
HST.111,2017SP,1.00
HST.150,2017SP,28.00
22.75,2017SP,4.00
22.814,2017SP,17.00
22.912,2017SP,57.00
22.94,2017SP,9.00
22.NIV,2017SP,15.00
22.S902,2017SP,2.00
22.THG,2017SP,68.00
22.THU,2017SP,16.00
22.UR,2017SP,1.00
22.URG,2017SP,1.00
24.03,2017SP,21.00
24.04,2017SP,27.00
21G.104,2017SP,27.00
21G.106,2017SP,8.00
21G.108,2017SP,22.00
21G.110,2017SP,15.00
21G.152,2017SP,6.00
21G.190,2017SP,1.00
21G.192,2017SP,2.00
21G.219,2017SP,15.00
21M.362,2017SP,5.00
21M.380,2017SP,16.00
21M.385,2017SP,7.00
21M.401,2017SP,33.00
15.6181,2017SP,20.00
15.662,2017SP,26.00
15.665,2017SP,172.00
15.677,2017SP,23.00
15.678,2017SP,6.00
15.701,2017SP,121.00
15.703,2017SP,121.00
15.707,2017SP,121.00
15.708,2017SP,56.00
15.712,2017SP,107.00
15.714,2017SP,121.00
1.271,2017SP,9.00
1.273,2017SP,27.00
1.274,2017SP,29.00
1.351,2017SP,5.00
1.381,2017SP,6.00
1.472,2017SP,12.00
1.563,2017SP,15.00
1.571,2017SP,20.00
1.63,2017SP,3.00
1.631,2017SP,6.00
1.686,2017SP,1.00
1.74,2017SP,6.00
1.77,2017SP,8.00
1.842,2017SP,2.00
3.998,2017SP,26.00
21A.103,2017SP,3.00
21A.150,2017SP,9.00
21A.157,2017SP,47.00
21A.300,2017SP,5.00
21A.310,2017SP,7.00
21A.329,2017SP,3.00
21M.220,2017SP,4.00
21M.250,2017SP,12.00
21M.260,2017SP,10.00
21M.271,2017SP,8.00
21M.284,2017SP,19.00
HAA.0163,2017SP,2.00
HAA.0164,2017SP,1.00
HAA.0165,2017SP,1.00
HAA.0167,2017SP,2.00
HAA.0168,2017SP,1.00
HAA.0170,2017SP,4.00
HAA.0175,2017SP,1.00
STS.086,2017SP,10.00
STS.250,2017SP,4.00
STS.340,2017SP,4.00
STS.412,2017SP,10.00
STS.417,2017SP,3.00
STS.450,2017SP,3.00
STS.454,2017SP,5.00
24.954,2017SP,6.00
24.955,2017SP,9.00
24.956,2017SP,17.00
24.962,2017SP,10.00
24.964,2017SP,5.00
24.973,2017SP,7.00
24.979,2017SP,12.00
21G.410,2017SP,6.00
21G.417,2017SP,4.00
21G.451,2017SP,3.00
21G.452,2017SP,1.00
21G.502,2017SP,41.00
21G.504,2017SP,38.00
21G.506,2017SP,12.00
21G.552,2017SP,7.00
21G.596,2017SP,8.00
21G.597,2017SP,7.00
21M.800,2017SP,12.00
21M.801,2017SP,2.00
21M.803,2017SP,2.00
21M.806,2017SP,6.00
21M.809,2017SP,3.00
21M.846,2017SP,15.00
21M.851,2017SP,8.00
21M.THT,2017SP,1.00
21M.THU,2017SP,3.00
CDO.IND,2017SP,1.00
CDO.THG,2017SP,14.00
CMS.100,2017SP,34.00
CMS.301,2017SP,32.00
CMS.308,2017SP,15.00
CMS.333,2017SP,4.00
CMS.335,2017SP,9.00
CMS.356,2017SP,9.00
CMS.361,2017SP,5.00
CMS.362,2017SP,11.00
CMS.407,2017SP,7.00
CMS.590,2017SP,3.00
HAA.0050,2017SP,1.00
HAA.0051,2017SP,1.00
HAA.0053,2017SP,3.00
HAA.0054,2017SP,5.00
HAA.0055,2017SP,1.00
HAA.0056,2017SP,3.00
HAA.0057,2017SP,1.00
HAA.0058,2017SP,3.00
HAA.0059,2017SP,1.00
WGS.101,2017SP,17.00
WGS.111,2017SP,11.00
WGS.151,2017SP,20.00
WGS.155,2017SP,4.00
WGS.190,2017SP,4.00
WGS.225,2017SP,6.00
HAB.6452,2017SP,1.00
HAB.1562,2017SP,2.00
HAB.1565,2017SP,1.00
HAB.1602,2017SP,1.00
HAB.2040,2017SP,2.00
HAB.2056,2017SP,3.00
HAB.2085,2017SP,1.00
HAB.2090,2017SP,2.00
6.555,2017SP,29.00
6.557,2017SP,6.00
6.634,2017SP,9.00
6.690,2017SP,14.00
6.695,2017SP,19.00
6.730,2017SP,29.00
6.775,2017SP,26.00
6.780,2017SP,1.00
6.781,2017SP,18.00
6.802,2017SP,15.00
2.72,2017SP,18.00
2.720,2017SP,16.00
2.722,2017SP,7.00
2.723,2017SP,7.00
2.739,2017SP,32.00
2.753,2017SP,1.00
2.77,2017SP,20.00
2.772,2017SP,2.00
2.782,2017SP,17.00
5.111,2017SP,160.00
5.12,2017SP,112.00
5.24,2017SP,6.00
6.858,2017SP,98.00
6.862,2017SP,80.00
6.874,2017SP,40.00
6.875,2017SP,56.00
6.882,2017SP,60.00
6.887,2017SP,23.00
MAS.111,2017SP,11.00
MAS.552,2017SP,6.00
MAS.581,2017SP,30.00
MAS.650,2017SP,53.00
MAS.664,2017SP,12.00
MAS.690,2017SP,13.00
MAS.700,2017SP,16.00
MAS.712,2017SP,39.00
MAS.790,2017SP,4.00
MAS.836,2017SP,25.00
MAS.864,2017SP,16.00
MAS.890,2017SP,2.00
MAS.910,2017SP,163.00
MAS.THG,2017SP,58.00
MAS.UR,2017SP,7.00
MAS.URG,2017SP,37.00
MAS.URW,2017SP,3.00
WWS.120,2017SP,1.00
2.83,2017SP,11.00
2.830,2017SP,39.00
2.888,2017SP,27.00
2.890,2017SP,1.00
2.900,2017SP,12.00
5.310,2017SP,34.00
5.35,2017SP,10.00
5.35U,2017SP,1.00
5.36,2017SP,16.00
6.903,2017SP,11.00
6.904,2017SP,8.00
6.905,2017SP,17.00
6.911,2017SP,93.00
6.912,2017SP,95.00
6.913,2017SP,27.00
6.933,2017SP,31.00
6.945,2017SP,12.00
10.392,2017SP,1.00
10.407,2017SP,28.00
10.426,2017SP,5.00
10.43,2017SP,13.00
10.450,2017SP,16.00
10.491,2017SP,46.00
10.494,2017SP,6.00
7.341,2017SP,3.00
7.343,2017SP,6.00
7.344,2017SP,2.00
7.345,2017SP,2.00
7.346,2017SP,2.00
7.396,2017SP,3.00
7.41,2017SP,11.00
2.002,2017SP,82.00
2.003,2017SP,46.00
2.004,2017SP,84.00
2.005,2017SP,54.00
2.006,2017SP,49.00
4.163,2017SP,7.00
4.189,2017SP,26.00
4.190,2017SP,1.00
4.191,2017SP,1.00
4.193,2017SP,1.00
4.194,2017SP,1.00
4.241,2017SP,19.00
4.244,2017SP,2.00
4.247,2017SP,5.00
4.251,2017SP,2.00
4.254,2017SP,1.00
18.034,2017SP,11.00
18.04,2017SP,20.00
18.05,2017SP,67.00
18.06,2017SP,128.00
24.06,2017SP,42.00
24.09,2017SP,32.00
24.118,2017SP,63.00
24.191,2017SP,14.00
24.201,2017SP,12.00
24.222,2017SP,29.00
24.251,2017SP,18.00
24.280,2017SP,28.00
24.401,2017SP,5.00
21G.221,2017SP,11.00
21G.223,2017SP,4.00
21G.224,2017SP,6.00
21G.225,2017SP,10.00
21G.226,2017SP,2.00
21G.227,2017SP,8.00
21G.232,2017SP,7.00
21G.233,2017SP,6.00
21G.301,2017SP,10.00
21G.302,2017SP,14.00
21G.303,2017SP,8.00
21G.304,2017SP,10.00
21M.445,2017SP,57.00
10.53,2017SP,6.00
10.545,2017SP,6.00
10.551,2017SP,26.00
10.562,2017SP,7.00
10.569,2017SP,18.00
15.440,2017SP,6.00
15.441,2017SP,7.00
15.445,2017SP,146.00
15.4451,2017SP,25.00
15.447,2017SP,61.00
15.450,2017SP,140.00
15.466,2017SP,39.00
15.467,2017SP,80.00
15.482,2017SP,113.00
15.483,2017SP,32.00
15.487,2017SP,44.00
10.966,2017SP,7.00
10.967,2017SP,11.00
10.968,2017SP,8.00
10.970,2017SP,13.00
10.971,2017SP,9.00
10.973,2017SP,1.00
10.974,2017SP,11.00
10.975,2017SP,23.00
10.976,2017SP,7.00
10.981,2017SP,3.00
10.982,2017SP,11.00
10.983,2017SP,4.00
10.984,2017SP,6.00
10.985,2017SP,14.00
12.THU,2017SP,8.00
4.270,2017SP,17.00
4.288,2017SP,5.00
6.042,2017SP,147.00
6.045,2017SP,51.00
6.046,2017SP,199.00
6.049,2017SP,4.00
6.050,2017SP,6.00
6.061,2017SP,18.00
2.912,2017SP,14.00
2.916,2017SP,13.00
2.979,2017SP,7.00
2.98,2017SP,30.00
2.993,2017SP,4.00
2.996,2017SP,6.00
2.999,2017SP,1.00
2.EPE,2017SP,3.00
2.NIV,2017SP,42.00
2.S972,2017SP,8.00
2.S973,2017SP,1.00
2.S981,2017SP,6.00
2.S982,2017SP,6.00
5.37,2017SP,14.00
5.38,2017SP,14.00
21M.450,2017SP,4.00
21M.451,2017SP,6.00
21M.460,2017SP,47.00
21M.480,2017SP,6.00
21M.490,2017SP,3.00
21M.512,2017SP,2.00
21M.515,2017SP,1.00
21M.585,2017SP,1.00
21M.600,2017SP,160.00
2.678,2017SP,86.00
2.680,2017SP,10.00
2.681,2017SP,12.00
2.689,2017SP,1.00
2.70,2017SP,13.00
2.702,2017SP,13.00
2.705,2017SP,8.00
2.717,2017SP,16.00
4.S23,2017SP,5.00
4.S24,2017SP,7.00
4.S25,2017SP,6.00
4.S33,2017SP,11.00
4.S45,2017SP,4.00
4.S62,2017SP,13.00
4.THG,2017SP,66.00
4.THU,2017SP,1.00
4.URG,2017SP,3.00
4.URW,2017SP,1.00
5.03,2017SP,28.00
5.061,2017SP,18.00
15.915,2017SP,61.00
15.929,2017SP,8.00
15.951,2017SP,3.00
15.960,2017SP,51.00
15.961,2017SP,65.00
15.962,2017SP,3.00
15.998,2017SP,1.00
15.ASB,2017SP,43.00
15.NIV,2017SP,25.00
15.S01,2017SP,21.00
15.S02,2017SP,16.00
8.901,2017SP,11.00
8.962,2017SP,47.00
8.NIV,2017SP,23.00
8.S05,2017SP,15.00
8.THG,2017SP,133.00
8.THU,2017SP,10.00
8.UR,2017SP,11.00
9.00,2017SP,301.00
9.012,2017SP,20.00
9.013,2017SP,12.00
11.S945,2017SP,13.00
11.S946,2017SP,6.00
11.S947,2017SP,9.00
11.S948,2017SP,20.00
11.S951,2017SP,6.00
11.S952,2017SP,7.00
21L.003,2017SP,8.00
21L.004,2017SP,29.00
21L.005,2017SP,15.00
21L.008,2017SP,1.00
21L.011,2017SP,44.00
21L.019,2017SP,7.00
CMS.827,2017SP,7.00
CMS.830,2017SP,3.00
CMS.831,2017SP,6.00
CMS.833,2017SP,8.00
CMS.834,2017SP,1.00
CMS.842,2017SP,5.00
CMS.845,2017SP,3.00
CMS.846,2017SP,2.00
CMS.861,2017SP,3.00
CMS.862,2017SP,3.00
CMS.863,2017SP,4.00
5.068,2017SP,15.00
5.069,2017SP,6.00
5.08,2017SP,23.00
6.833,2017SP,27.00
6.834,2017SP,45.00
6.835,2017SP,56.00
6.836,2017SP,23.00
6.838,2017SP,36.00
6.849,2017SP,66.00
6.853,2017SP,64.00
6.856,2017SP,44.00
6.857,2017SP,88.00
17.150,2017SP,3.00
17.269,2017SP,4.00
17.307,2017SP,17.00
17.317,2017SP,37.00
17.395,2017SP,8.00
17.42,2017SP,17.00
17.424,2017SP,4.00
17.447,2017SP,16.00
20.950,2017SP,47.00
20.951,2017SP,1.00
20.960,2017SP,12.00
20.NIV,2017SP,12.00
20.S940,2017SP,8.00
20.S947,2017SP,1.00
20.S948,2017SP,3.00
11.S953,2017SP,6.00
11.S955,2017SP,8.00
11.S965,2017SP,1.00
11.S968,2017SP,18.00
15.070,2017SP,3.00
15.071,2017SP,294.00
15.0711,2017SP,9.00
15.073,2017SP,7.00
15.075,2017SP,75.00
15.084,2017SP,3.00
15.089,2017SP,16.00
15.094,2017SP,46.00
15.THG,2017SP,153.00
15.UR,2017SP,2.00
15.URG,2017SP,33.00
15.URG2,2017SP,1.00
15.URW,2017SP,4.00
16.00,2017SP,32.00
16.003,2017SP,56.00
16.004,2017SP,57.00
16.09,2017SP,30.00
16.101,2017SP,1.00
16.122,2017SP,4.00
16.13,2017SP,7.00
HAL.2537,2017SP,1.00
HAL.2646,2017SP,2.00
HST.151,2017SP,1.00
HST.196,2017SP,1.00
HST.198,2017SP,4.00
HST.199,2017SP,22.00
HST.200,2017SP,29.00
HST.202,2017SP,3.00
HST.220,2017SP,30.00
HST.240,2017SP,2.00
HST.426,2017SP,12.00
HST.460,2017SP,2.00
HST.500,2017SP,25.00
HST.506,2017SP,1.00
HST.514,2017SP,1.00
MCS.223,2017SP,1.00
RED.NIV,2017SP,3.00
RED.THG,2017SP,2.00
SCM.261,2017SP,23.00
SCM.263,2017SP,40.00
SCM.265,2017SP,41.00
HAB.2134,2017SP,3.00
HAK.0035,2017SP,1.00
HAK.0036,2017SP,1.00
HAK.0039,2017SP,1.00
6.889,2017SP,20.00
6.890,2017SP,14.00
6.892,2017SP,58.00
6.902,2017SP,26.00
1.00,2017SP,7.00
1.001,2017SP,35.00
1.007,2017SP,4.00
1.011,2017SP,14.00
1.013,2017SP,21.00
2.S994,2017SP,15.00
2.S998,2017SP,1.00
2.THG,2017SP,510.00
2.THU,2017SP,56.00
2.UR,2017SP,4.00
2.URG,2017SP,15.00
3.003,2017SP,3.00
3.004,2017SP,14.00
3.005,2017SP,4.00
3.017,2017SP,13.00
3.022,2017SP,36.00
3.024,2017SP,36.00
5.74,2017SP,14.00
5.90,2017SP,48.00
5.913,2017SP,50.00
5.921,2017SP,45.00
5.931,2017SP,74.00
5.941,2017SP,43.00
5.NIV,2017SP,12.00
5.THG,2017SP,186.00
HAL.2802,2017SP,1.00
HAL.2811,2017SP,1.00
HAL.2921,2017SP,1.00
HAL.2955,2017SP,2.00
5.THU,2017SP,1.00
5.UR,2017SP,1.00
5.URG,2017SP,6.00
6.00,2017SP,222.00
6.0001,2017SP,186.00
6.S978,2017SP,13.00
6.THG,2017SP,505.00
6.THM,2017SP,223.00
6.UAP,2017SP,116.00
6.UAR,2017SP,142.00
6.UAT,2017SP,141.00
6.UR,2017SP,24.00
6.URS,2017SP,1.00
6.URW,2017SP,2.00
7.013,2017SP,288.00
7.014,2017SP,107.00
10.29,2017SP,5.00
10.301,2017SP,60.00
10.32,2017SP,34.00
10.345,2017SP,7.00
10.37,2017SP,59.00
12.533,2017SP,6.00
12.540,2017SP,5.00
12.580,2017SP,7.00
12.581,2017SP,2.00
12.603,2017SP,4.00
12.690,2017SP,1.00
12.691,2017SP,2.00
SCM.290,2017SP,12.00
SCM.NIV,2017SP,1.00
SCM.THG,2017SP,40.00
STS.001,2017SP,21.00
STS.002,2017SP,30.00
STS.006,2017SP,16.00
STS.012,2017SP,27.00
STS.035,2017SP,5.00
STS.042,2017SP,7.00
STS.046,2017SP,5.00
STS.048,2017SP,4.00
8.282,2017SP,5.00
8.284,2017SP,8.00
8.299,2017SP,1.00
8.311,2017SP,31.00
11.434,2017SP,48.00
11.439,2017SP,16.00
11.475,2017SP,10.00
11.483,2017SP,17.00
11.499,2017SP,24.00
11.520,2017SP,8.00
11.521,2017SP,8.00
11.523,2017SP,10.00
11.526,2017SP,8.00
11.541,2017SP,4.00
11.543,2017SP,6.00
14.582,2017SP,9.00
14.64,2017SP,15.00
14.662,2017SP,26.00
14.70,2017SP,12.00
14.74,2017SP,12.00
14.740,2017SP,2.00
14.772,2017SP,10.00
14.773,2017SP,12.00
14.781,2017SP,6.00
14.NIV,2017SP,5.00
14.THG,2017SP,81.00
14.THU,2017SP,1.00
15.S03,2017SP,7.00
15.S04,2017SP,21.00
21W.799,2017SP,9.00
21W.824,2017SP,8.00
21W.826,2017SP,8.00
21W.890,2017SP,1.00
HAA.0019,2017SP,4.00
HAA.0020,2017SP,2.00
HAA.0022,2017SP,1.00
HAA.0024,2017SP,1.00
HAA.0028,2017SP,1.00
HAA.0030,2017SP,1.00
HAA.0032,2017SP,1.00
HAL.8038,2017SP,1.00
HAK.L308,2017SP,1.00
HAA.0194,2017SP,2.00
HAA.0201,2017SP,1.00
HAA.0204,2017SP,1.00
HAA.0205,2017SP,1.00
HAE.0001,2017SP,2.00
HAE.0002,2017SP,1.00
HAE.0003,2017SP,1.00
10.86,2017SP,16.00
10.87,2017SP,16.00
10.910,2017SP,1.00
10.953,2017SP,8.00
10.954,2017SP,4.00
16.323,2017SP,18.00
16.338,2017SP,1.00
16.343,2017SP,28.00
16.346,2017SP,22.00
16.35,2017SP,11.00
16.355,2017SP,10.00
16.36,2017SP,16.00
16.363,2017SP,7.00
16.405,2017SP,26.00
16.412,2017SP,10.00
16.83,2017SP,15.00
16.855,2017SP,18.00
16.89,2017SP,16.00
16.895,2017SP,22.00
16.90,2017SP,18.00
16.930,2017SP,19.00
16.980,2017SP,2.00
16.981,2017SP,32.00
EC.714,2017SP,8.00
EC.719,2017SP,5.00
EC.720,2017SP,8.00
EC.722,2017SP,29.00
EC.740,2017SP,9.00
EC.750,2017SP,4.00
EC.770,2017SP,1.00
EC.780,2017SP,2.00
EC.785,2017SP,5.00
EC.788,2017SP,7.00
EC.789,2017SP,7.00
EC.791,2017SP,2.00
HAL.2107,2017SP,1.00
HAL.2159,2017SP,1.00
21M.405,2017SP,12.00
21M.410,2017SP,4.00
21M.421,2017SP,33.00
21M.426,2017SP,18.00
21M.442,2017SP,14.00
3.NIV,2017SP,22.00
3.THG,2017SP,164.00
3.THU,2017SP,11.00
3.UR,2017SP,2.00
3.URG,2017SP,10.00
4.022,2017SP,17.00
4.024,2017SP,4.00
4.031,2017SP,11.00
6.031,2017SP,204.00
6.033,2017SP,389.00
7.410,2017SP,5.00
7.430,2017SP,3.00
HAA.0183,2017SP,1.00
HAA.0184,2017SP,3.00
HAA.0185,2017SP,1.00
HAA.0187,2017SP,2.00
HAA.0189,2017SP,1.00
HAA.0192,2017SP,1.00
17.588,2017SP,4.00
17.591,2017SP,3.00
17.802,2017SP,28.00
17.803,2017SP,7.00
17.901,2017SP,30.00
17.903,2017SP,2.00
17.905,2017SP,21.00
17.906,2017SP,10.00
17.910,2017SP,12.00
17.962,2017SP,10.00
17.NIV,2017SP,4.00
17.S912,2017SP,2.00
17.S914,2017SP,145.00
21M.UR,2017SP,1.00
21M.URG,2017SP,1.00
21W.011,2017SP,10.00
21W.022,2017SP,50.00
HAA.0065,2017SP,1.00
HAA.0067,2017SP,1.00
HAA.0070,2017SP,2.00
HAA.0072,2017SP,1.00
HAA.0073,2017SP,1.00
HAA.0076,2017SP,1.00
HAA.0078,2017SP,2.00
HAA.0079,2017SP,2.00
WGS.229,2017SP,5.00
HAB.0007,2017SP,1.00
HAB.0010,2017SP,1.00
12.402,2017SP,6.00
12.409,2017SP,34.00
12.446,2017SP,6.00
12.460,2017SP,4.00
12.461,2017SP,3.00
12.465A,2017SP,4.00
12.465B,2017SP,6.00
12.467,2017SP,3.00
12.480,2017SP,5.00
12.510,2017SP,10.00
12.520,2017SP,8.00
15.279,2017SP,16.00
15.281,2017SP,102.00
15.282,2017SP,25.00
15.283,2017SP,53.00
15.301,2017SP,14.00
15.304,2017SP,82.00
15.310,2017SP,24.00
15.317,2017SP,45.00
15.320,2017SP,66.00
16.456,2017SP,1.00
16.459,2017SP,6.00
16.50,2017SP,30.00
16.522,2017SP,13.00
16.540,2017SP,16.00
16.621,2017SP,4.00
16.622,2017SP,10.00
16.64,2017SP,5.00
18.075,2017SP,5.00
18.0751,2017SP,4.00
18.085,2017SP,6.00
18.0851,2017SP,24.00
18.086,2017SP,2.00
18.0861,2017SP,4.00
24.601,2017SP,7.00
24.611,2017SP,11.00
24.711,2017SP,9.00
24.810,2017SP,6.00
24.891,2017SP,6.00
24.892,2017SP,2.00
24.900,2017SP,52.00
24.903,2017SP,18.00
24.904,2017SP,7.00
24.905,2017SP,1.00
24.908,2017SP,8.00
24.909,2017SP,3.00
24.910,2017SP,2.00
21G.306,2017SP,1.00
21G.307,2017SP,1.00
21G.310,2017SP,8.00
21G.312,2017SP,9.00
21G.315,2017SP,16.00
21G.321,2017SP,14.00
21G.341,2017SP,12.00
21G.351,2017SP,2.00
21G.352,2017SP,4.00
21G.401,2017SP,18.00
HAB.8001,2017SP,1.00
HST.934,2017SP,31.00
HST.936,2017SP,2.00
HST.937,2017SP,2.00
HST.938,2017SP,5.00
HST.962,2017SP,7.00
HST.971,2017SP,5.00
HST.972,2017SP,8.00
HST.977,2017SP,4.00
HST.978,2017SP,9.00
HST.HAR,2017SP,114.00
21H.902,2017SP,3.00
CMS.603,2017SP,5.00
CMS.604,2017SP,1.00
CMS.609,2017SP,7.00
CMS.611,2017SP,21.00
CMS.614,2017SP,6.00
CMS.619,2017SP,4.00
CMS.627,2017SP,4.00
CMS.631,2017SP,22.00
CMS.633,2017SP,2.00
CMS.634,2017SP,9.00
CMS.701,2017SP,13.00
CMS.791,2017SP,8.00
12.URG,2017SP,2.00
14.003,2017SP,1.00
14.01,2017SP,239.00
14.02,2017SP,136.00
14.03,2017SP,29.00
14.04,2017SP,42.00
14.05,2017SP,22.00
15.720,2017SP,121.00
15.723,2017SP,26.00
15.727,2017SP,47.00
15.730,2017SP,121.00
15.734,2017SP,121.00
15.736,2017SP,121.00
15.761,2017SP,198.00
15.7611,2017SP,13.00
15.762,2017SP,50.00
7.82,2017SP,5.00
7.933,2017SP,32.00
7.934,2017SP,30.00
7.942,2017SP,45.00
7.95,2017SP,14.00
7.MTHG,2017SP,14.00
7.NIV,2017SP,20.00
5.44,2017SP,13.00
5.45,2017SP,16.00
5.46,2017SP,15.00
5.561,2017SP,19.00
5.60,2017SP,26.00
5.62,2017SP,6.00
5.64,2017SP,10.00
5.72,2017SP,15.00
6.951,2017SP,1.00
6.960,2017SP,115.00
6.961,2017SP,1.00
6.980,2017SP,6.00
6.981,2017SP,154.00
6.991,2017SP,115.00
6.NIV,2017SP,45.00
6.S062,2017SP,30.00
6.S064,2017SP,29.00
6.S08,2017SP,181.00
6.S080,2017SP,10.00
6.S194,2017SP,12.00
6.S897,2017SP,68.00
6.S898,2017SP,16.00
1.074,2017SP,22.00
1.079,2017SP,4.00
1.080A,2017SP,10.00
1.080B,2017SP,6.00
1.082,2017SP,2.00
18.157,2017SP,13.00
18.158,2017SP,6.00
18.176,2017SP,11.00
18.177,2017SP,12.00
18.200A,2017SP,24.00
18.204,2017SP,27.00
18.212,2017SP,33.00
18.218,2017SP,11.00
18.300,2017SP,6.00
18.306,2017SP,8.00
18.330,2017SP,19.00
18.335,2017SP,24.00
18.352,2017SP,1.00
18.354,2017SP,8.00
24.991,2017SP,8.00
24.993,2017SP,5.00
7.THG,2017SP,140.00
7.UR,2017SP,1.00
7.URG,2017SP,35.00
7.URW,2017SP,1.00
8.011,2017SP,17.00
11.191,2017SP,1.00
11.205,2017SP,17.00
11.220,2017SP,54.00
11.237,2017SP,5.00
11.239,2017SP,4.00
11.252,2017SP,4.00
11.255,2017SP,34.00
11.303,2017SP,31.00
11.312,2017SP,11.00
11.320,2017SP,16.00
14.310,2017SP,24.00
14.33,2017SP,10.00
14.36,2017SP,4.00
14.382,2017SP,48.00
14.386,2017SP,4.00
14.387,2017SP,32.00
14.392,2017SP,61.00
14.41,2017SP,10.00
15.871,2017SP,144.00
15.872,2017SP,31.00
1.089,2017SP,7.00
1.089A,2017SP,6.00
1.092,2017SP,8.00
1.102,2017SP,17.00
1.107,2017SP,5.00
3.094,2017SP,33.00
3.15,2017SP,10.00
3.171,2017SP,3.00
3.18,2017SP,3.00
3.19,2017SP,9.00
3.207,2017SP,7.00
3.21,2017SP,41.00
3.22,2017SP,38.00
3.30,2017SP,14.00
3.320,2017SP,25.00
3.371,2017SP,11.00
6.006,2017SP,355.00
6.009,2017SP,382.00
6.01,2017SP,109.00
7.09,2017SP,16.00
7.11,2017SP,2.00
7.15,2017SP,4.00
7.18,2017SP,8.00
7.19,2017SP,5.00
7.26,2017SP,18.00
7.27,2017SP,16.00
7.28,2017SP,8.00
10.26,2017SP,20.00
10.27,2017SP,15.00
15.378,2017SP,20.00
24.NIV,2017SP,5.00
24.S90,2017SP,5.00
24.S96,2017SP,7.00
24.THG,2017SP,40.00
24.URG,2017SP,2.00
AS.102,2017SP,21.00
AS.112,2017SP,21.00
AS.202,2017SP,7.00
AS.212,2017SP,7.00
AS.312,2017SP,3.00
AS.402,2017SP,7.00
AS.412,2017SP,4.00
AS.812,2017SP,5.00
CC.011,2017SP,38.00
CC.012,2017SP,15.00
21G.612,2017SP,16.00
21G.614,2017SP,11.00
21G.618,2017SP,3.00
21G.701,2017SP,16.00
21G.702,2017SP,24.00
21G.703,2017SP,32.00
21G.704,2017SP,46.00
21G.711,2017SP,12.00
21G.713,2017SP,17.00
21G.714,2017SP,5.00
20.S952,2017SP,126.00
20.THG,2017SP,91.00
20.THU,2017SP,1.00
20.UR,2017SP,1.00
20.URG,2017SP,41.00
21.THU,2017SP,2.00
22.012,2017SP,12.00
21A.411,2017SP,7.00
21A.419,2017SP,2.00
21A.439,2017SP,3.00
21A.504,2017SP,7.00
21A.509,2017SP,4.00
21A.550,2017SP,4.00
21A.809,2017SP,6.00
21A.859,2017SP,8.00
21A.902,2017SP,1.00
21A.929,2017SP,2.00
21A.939,2017SP,2.00
21A.949,2017SP,1.00
21A.950,2017SP,2.00
16.985,2017SP,1.00
16.NIV,2017SP,12.00
16.S399,2017SP,5.00
16.S898,2017SP,4.00
16.S899,2017SP,14.00
16.S982,2017SP,29.00
16.THG,2017SP,214.00
16.UR,2017SP,14.00
17.000,2017SP,4.00
17.01,2017SP,26.00
16.662,2017SP,2.00
16.667,2017SP,3.00
16.680,2017SP,2.00
16.687,2017SP,48.00
16.75,2017SP,10.00
16.76,2017SP,4.00
16.821,2017SP,29.00
HAA.0128,2017SP,1.00
1.89,2017SP,7.00
1.968,2017SP,8.00
1.982,2017SP,2.00
1.984,2017SP,2.00
1.NIV,2017SP,16.00
1.S977,2017SP,6.00
1.S980,2017SP,3.00
