Subject Id,Subject Title,Prerequisites,Corequisites,Joint Subjects,Equivalent Subjects,Meets With Subjects,Not Offered Year,Is Offered Fall Term,Is Offered Iap,Is Offered Spring Term,Is Offered Summer Term,Instructors,Comm Req Attribute,Hass Attribute,Gir Attribute
"21L.638","Literature and Social Conflict: Perspectives on the Hispanic World","One intermediate subject in Spanish,permission of instructor",,"21G.738[J]",,,"2018-2019",Y,,,,"J. Terrones",,"HASS-H",
"21L.639","Globalization and its Discontents: Spanish-speaking Nations","One intermediate subject in Spanish,permission of instructor",,"21G.739[J]",,,"2018-2019",,,Y,,,,"HASS-H",
"21L.640","The New Spain: 1977-Present","One intermediate subject in Spanish,permission of instructor",,"21G.740[J]",,,"2017-2018",Y,,,,,,"HASS-H",
"21L.701","Literary Methods","Two subjects in Literature",,,,,,Y,,,,"W. Kelley",,"HASS-H",
"21L.702","Studies in Fiction","Two subjects in Literature",,,,,,Y,,Y,,"D. Thorburn",,"HASS-H",
"21L.703","Studies in Drama","Two subjects in Literature",,,,,,Y,,,,"M. Gubar",,"HASS-H",
"21L.704","Studies in Poetry","Two subjects in Literature",,,,,,Y,,Y,,"N. Jackson",,"HASS-H",
"21L.705","Major Authors","Two subjects in Literature",,,,,,,,Y,,,,"HASS-H",
"21L.706","Studies in Film","21L.011,one subject in Literature,Comparative Media Studies;permission of instructor",,,,"CMS.830",,Y,,Y,,"P. Donaldson",,"HASS-H",
"21L.707","Problems in Cultural Interpretation","Two subjects in Literature,permission of instructor",,,,,,,,Y,,,,"HASS-H",
"21L.709","Studies in Literary History","Two subjects in Literature,History",,,,,"2017-2018",,,Y,,,,"HASS-H",
"21L.715","Media in Cultural Context","Two subjects in Literature,Comparative Media Studies;permission of instructor",,,,"CMS.871",,Y,,,,"M. Marks",,"HASS-H",
"21L.900","Independent Study","Permission of instructor",,,,,"2017-2018",Y,,Y,,,,,
"21L.901","Independent Study","Permission of instructor",,,,,,,,Y,,,,,
"21L.S88","Special Subject in Literature","Permission of instructor",,,,,"2017-2018",,,Y,,,,,
"21L.S89","Special Subject in Literature","Permission of instructor",,,,,"2017-2018",Y,Y,Y,,,,,
"21L.S90","Special Subject in Literature","Permission of instructor",,,,,"2017-2018",,,Y,,,,,
"21L.S91","Special Subject in Literature","Permission of instructor",,,,,"2017-2018",Y,Y,Y,,,,,
"21L.S92","Special Subject in Literature","Permission of instructor",,,,,"2017-2018",Y,Y,Y,,,,,
"21L.S93","Special Subject in Literature","Permission of instructor",,,,,"2017-2018",,Y,,,,,,
"21L.S94","Special Subject in Literature","Permission of instructor",,,,,"2017-2018",Y,Y,Y,,,,,
"21L.S95","Special Subject in Literature",,,,,,,,,,,,,,
"21L.S96","Special Subject in Film and Media","Two subjects in Film;Media;permission of the director of Comparative Media Studies",,,,,,Y,,Y,,,,,
"21L.S97","Special Subject in Film and Media",,,,,,,,,,,,,,
"21L.THT","Literature Pre-Thesis Tutorial","",,,,,,Y,,,,"D. Johnson",,,
"21L.THU","Literature Thesis","21L.THT",,,,,"2017-2018",,,Y,,,,,
"21L.UR","Undergraduate Research","",,,,,,Y,Y,Y,Y,"D. Johnson",,,
"21L.URG","| ￼",,,,,,,,Y,,Y,,,,
"21M.011","Introduction to Western Music","",,,,,,Y,,Y,,"E. Pollock, A. Boyles, T. Neff, C. Latham","CI-H","HASS-A",
"21M.013","The Supernatural in Music, Literature and Culture","",,"21L.013[J]",,,,Y,,,,"C. Shadle, M. Fuller","CI-H",,
"21M.030","Introduction to World Music","",,,,,,Y,,Y,,"P. Tang, K. Haas, L. Flood","CI-H","HASS-A",
"21M.051","Fundamentals of Music","",,,,,,Y,,Y,,"K. Salfelder, E. Kwon, K. Salfelder, K. Salfelder, B. Park",,"HASS-A",
"21M.065","Introduction to Musical Composition","",,,,,,Y,,Y,,"E. Ziporyn",,"HASS-A",
"21M.215","Music of the Americas","Permission of instructor",,,,,"2017-2018",,,Y,,,,"HASS-A",
"21M.220","Medieval and Renaissance Music","","21M.301",,,,,,,Y,,,,"HASS-A",
"21M.223","Folk Music of the British Isles and North America","",,"21L.023[J]",,,,Y,,,,"R. Perry, W. Donaldson","CI-H","HASS-A",
"21M.226","Jazz","",,,,,,Y,,,,"M. Harvey",,"HASS-A",
"21M.235","Monteverdi to Mozart: 1600-1800","21M.301,permission of instructor",,,,,,,,Y,,,,"HASS-A",
"21M.250","Beethoven to Mahler: 1800-1910","21M.301,permission of instructor",,,,,,Y,,,,"T. Neff",,"HASS-A",
"21M.260","Stravinsky to the Present","21M.301,permission of instructor",,,,,,Y,,,,"M. Marks",,"HASS-A",
"21M.269","Studies in Western Music History","21M.301,permission of instructor",,,,,,,,Y,,,,"HASS-A",
"21M.271","Symphony and Concerto","",,,,,"2017-2018",,,Y,,,,"HASS-A",
"21M.273","Opera","",,,,,,Y,,,,"E. Pollock",,"HASS-A",
"21M.283","The Musical","One subject in film,music,theater;permission of instructor",,,,,,,,Y,,,,"HASS-A",
"21M.284","Film Music","",,,,"CMS.925",,Y,,,,"M. Marks",,"HASS-A",
"21M.289","Studies in Western Classical Genres","21M.301,permission of the instructor",,,,,,,,Y,,,,"HASS-A",
"21M.291","Music of India","",,,,,,,,Y,,,,"HASS-A",
"21M.292","Music of Indonesia","",,,,,,Y,,,,"L. Tilley",,"HASS-A",
"21M.293","Music of Africa","",,,,,,Y,,,,"P. Tang",,"HASS-A",
"21M.294","Popular Musics of the World","",,,,,,,,Y,,,,"HASS-A",
"21M.295","American Popular Music","",,,,,,,,Y,,,,"HASS-A",
"21M.299","Studies in World, Traditional, and Popular Music","21M.030,permission of instructor",,,,,,Y,,,,"T. Neff",,"HASS-A",
"21M.301","Harmony and Counterpoint I","",,,,,,Y,,Y,,"W. Cutter, E. Ruehr, K. Salfelder, Y. Chen, W. Cutter",,"HASS-A",
"21M.302","Harmony and Counterpoint II","21M.301,permission of instructor",,,,,,Y,,Y,,"K. Makan, M. Cuthbert",,"HASS-A",
"21M.303","Writing in Tonal Forms I","21M.302",,,,,,Y,,Y,,"C. Shadle",,"HASS-A",
"21M.304","Writing in Tonal Forms II","21M.303",,,,,,,,Y,,,,"HASS-A",
"21M.310","Techniques of 20th-Century Composition","21M.302,21M.260,permission of instructor",,,,,,Y,,,,"K. Makan",,"HASS-A",
"21M.340","Jazz Harmony and Arranging","21M.051,21M.226,permission of instructor",,,,,,,,Y,,,,"HASS-A",
"21M.341","Jazz Composition","21M.226,21M.340,permission of instructor",,,,,,Y,,,,"M. Harvey",,"HASS-A",
"21M.342","Composing for Jazz Orchestra","Permission of instructor",,,,,"2017-2018",Y,,,,,,"HASS-A",
"21M.351","Music Composition","21M.304,21M.310,permission of instructor",,,,"21M.505",,,,Y,,,,"HASS-A",
"21M.355","Musical Improvisation","Permission of instructor",,,,,,,,Y,,,,"HASS-A",
"21M.359","Studies in Musical Composition, Theory and Analysis","21M.302,permission of instructor",,,,,,Y,,,,,,"HASS-A",
"21M.361","Electronic Music Composition I","",,,,,,Y,,Y,,"P. Whincop, F. Hollerweger",,"HASS-A",
"21M.362","Electronic Music Composition II","21M.361,permission of instructor",,,,,,,,Y,,,,"HASS-A",
"21M.380","Music and Technology","Permission of instructor",,,,,,Y,,Y,,"F. Hollerweger",,"HASS-A",
"21M.385","Interactive Music Systems","21M.301;6.01;permission of instructor",,"6.809[J]",,"21M.585",,Y,,Y,,"E. Egozy",,"HASS-A",
"21M.387","Fundamentals of Music Processing","21M.051;6.003;6.01",,,,"21M.587",,Y,,,,"E. Egozy",,"HASS-A",
"21M.401","MIT Concert Choir","",,,,,,Y,,Y,,"W. Cutter",,,
"21M.405","MIT Chamber Chorus","",,,,,,Y,,Y,,"W. Cutter",,,
"21M.410","Vocal Repertoire and Performance","","Participation in ensemble for vocalists",,,"21M.515",,,,Y,,,,,
"21M.421","MIT Symphony","",,,,,,Y,,Y,,"A. Boyles",,,
"21M.423","Conducting and Score-Reading","21M.302,permission of instructor",,,,,,Y,,,,"A. Boyles",,,
"21M.426","MIT Wind Ensemble","",,,,,,Y,,Y,,"F. Harris",,,
"21M.442","MIT Festival Jazz Ensemble","",,,,,,Y,,Y,,"F. Harris",,,
"21M.445","Chamber Music Society","",,,,,,Y,,Y,,"M. Thompson, J. Harbison, F. Harris, D. Deveau, J. Rife",,,
"21M.450","MIT Balinese Gamelan","Permission of instructor",,,,,,Y,,Y,,"L. Tilley",,,
"21M.451","Studio Accompanying for Pianists","",,,,,,Y,,Y,,"D. Deveau",,,
"21M.460","MIT Senegalese Drum Ensemble","",,,,,,Y,,Y,,"A. Toure, P. Tang",,,
"21M.480","Advanced Music Performance","",,,,"21M.512",,Y,,Y,,"M. Thompson",,,
"21M.490","Emerson Scholar Solo Recital","Permission of instructor",,,,"21M.525",,,,Y,,,,,
"21M.500","Advanced Seminar in Music","Permission of instructor",,,,,,Y,,,,"P. Child",,"HASS-A",
"21M.505","Music Composition","21M.304,21M.310,permission of instructor",,,,"21M.351",,,,Y,,,,,
"21M.512","Advanced Music Performance","",,,,"21M.480",,Y,,Y,,,,,
"21M.515","Vocal Repertoire and Performance","",,,,"21M.410",,,,Y,,,,,
"21M.525","Emerson Scholars Solo Recital","",,,,"21M.490",,,,Y,,,,,
"21M.531",,"Permission of instructor",,,,,,Y,Y,Y,,"P. Tang",,,
"21M.533",,"Permission of instructor",,,,,,Y,Y,Y,,"P. Tang",,,
"21M.531","Independent Study in Music","Permission of instructor",,,,,,Y,Y,Y,,"P. Tang",,,
"21M.533","Independent Study in Music","Permission of instructor",,,,,,Y,Y,Y,,"P. Tang",,,
"21M.S53","Special Subject in Music","Permission of instructor",,,,,,Y,Y,,,"M. Cuthbert",,,
"21M.S54","Special Subject in Music","Permission of instructor",,,,,,Y,Y,,,"M. Cuthbert",,,
"21M.580","Musical Aesthetics and Media Technology","Permission of instructor",,"MAS.825[J]",,,,Y,,,,"T. Machover",,,
"21M.581","Projects in Media and Music","MAS.825J",,"MAS.826[J]",,,,,,Y,,,,,
"21M.585","Interactive Music Systems","",,,,"6.809[J],21M.385[J]",,Y,,Y,,,,,
"21M.587","Fundamentals of Music Processing","",,,,"21M.387",,Y,Y,,Y,,,,
"21M.600","Introduction to Acting","",,,,,,Y,,Y,,,,"HASS-A",
"21M.601","Drawing for Designers","",,,,,,Y,,Y,,"S. McBride",,"HASS-A",
"21M.603","Introduction to Design for the Theater","",,,,,,Y,,,,"S. Brown",,"HASS-A",
"21M.604","Playwriting I","",,"21W.754[J]",,,,Y,,,,"K. Urban, L. Harrington, L. Harrington, K. Urban",,"HASS-A",
"21M.605","Voice and Speech for the Actor","",,,,,,Y,,Y,,"K. Eastley, K. Eastley, K. Eastley, O. D'Ambrosio, O. D'Ambrosio",,"HASS-A",
"21M.606","Introduction to Stagecraft","",,,,,,Y,,Y,,"S. Rodemann",,"HASS-A",
"21M.611","Foundations of Theater Practice","",,,,,"2017-2018",Y,,,,,,"HASS-A",
"21M.624","Acting with the Camera","21M.600,permission of instructor",,,,,,,,Y,,,,"HASS-A",
"21M.645","Motion Theater","",,,,,,Y,,Y,,"J. Scheib",,"HASS-A",
"21M.690","Sport as Performance","",,,,,,,,Y,,,"CI-H","HASS-A",
"21M.700","China on Stage","",,,,"21M.701",,,,Y,,,"CI-H","HASS-A",
"21M.701","China on Stage","",,,,"21M.700",,,,Y,,,,,
"21M.704","Music Theater Workshop","21M.600,permission of instructor",,,,,,Y,,,,"A. Kohler",,"HASS-A",
"21M.705","The Actor and the Text","21M.600,permission of instructor",,,,,,,,Y,,,,"HASS-A",
"21M.706","Asian American Theater","",,,,,"2017-2018",,,Y,,,,"HASS-A",
"21M.710","Script Analysis","",,,,,,Y,,Y,,"D. Gammons","CI-H","HASS-A",
"21M.711","Production Seminar","",,,,,"2017-2018",,,Y,,,,"HASS-A",
"21M.715","Topics in Theater Arts","Permission of instructor",,,,,,Y,,Y,,"K. Urban",,,
"21M.732","Costume Design","Permission of instructor",,,,,,,,Y,,,,"HASS-A",
"21M.733","Set Design","21M.603,permission of instructor",,,,,,,,Y,,,,"HASS-A",
"21M.734","Lighting Design","Permission of instructor",,,,,,Y,,,,"J. Higgason",,"HASS-A",
"21M.735","Technical Design for Performance","21M.606,permission of instructor",,,,,"2017-2018",Y,,,,,,"HASS-A",
"21M.785","Playwrights' Workshop","21M.604,21W.754,permission of instructor",,"21W.769[J]",,"21M.789",,,,Y,,,,"HASS-A",
"21M.789","Playwrights' Workshop","21M.604,21W.754,permission of instructor",,,,"21M.785[J],21W.769[J]",,,,Y,,,,,
"21M.790","Director's Craft","21M.600;21M.710,permission of instructor",,,,"21M.791",,,,Y,,,,"HASS-A",
"21M.791","Director's Craft",,,,,,,,,,,,,,
"21M.800","All the World's a Stage: Socio-Political Perspectives in Global Performance","",,,,"21M.801","2017-2018",,,Y,,,,"HASS-A",
"21M.801","All the Worlds a Stage: Socio-Political Perspectives in Global Performance","",,,,"21M.800","2017-2018",,,Y,,,,,
"21M.803","Performance and Design Workshop","Permission of instructor",,,,,,Y,Y,Y,Y,"N. Paschal",,,
"21M.806","Applied Performance and Design Production","Permission of instructor",,,,,,Y,Y,Y,Y,"N. Paschal",,,
"21M.809","Performance and Design Intensive","Permission of instructor",,,,,,Y,Y,Y,Y,"N. Paschal",,,
"21M.830","Acting: Techniques and Style","21M.624,21M.705,permission of instructor",,,,"21M.835",,Y,,,,"O. D'Ambrosio",,"HASS-A",
"21M.835","Acting: Techniques and Style","21M.600",,,,"21M.830",,Y,,,,,,,
"21M.840","Performance Media","",,,,"21M.841","2017-2018",Y,,,,,,"HASS-A",
"21M.841","Performance Media","",,,,"21M.840","2017-2018",Y,,,,,,,
"21M.842","Live Cinema Performance","",,,,"21M.843",,,,Y,,,,"HASS-A",
"21M.843","Live Cinema Performance","",,,,"21M.842",,,,Y,,,,,
"21M.846","Topics in Performance Studies","",,,,"21M.847",,,,Y,,,,"HASS-A",
"21M.847","Topics in Performance Studies","",,,,"21M.846",,,,Y,,,,,
"21M.848","Performance Studies: Advanced Theories of Sport","21M.690;permission of instructor",,,,,"2017-2018",,,Y,,,,"HASS-A",
"21M.851","Independent Study in Performance and Design","Permission of instructor",,,,,,Y,Y,Y,,"N. Paschal",,,
"21M.862","Topics in Performance Practice","",,,,,,Y,,Y,,"J. Hewlett",,,
"21M.863","Advanced Topics in Theater Arts","Permission of instructor",,,,,,,,Y,,,,,
"21M.864","Research in Theater","Permission of instructor",,,,,,Y,Y,Y,Y,,,,
"21M.865","Research in Theater","Permission of instructor",,,,,,Y,Y,Y,Y,"J. Scheib",,,
"21M.THT","Pre-Thesis Tutorial","Permission of instructor",,,,,,Y,Y,Y,,"J. Sonenberg",,,
"21M.THU","Undergraduate Thesis","21M.THT",,,,,,Y,Y,Y,Y,"J. Sonenberg",,,
"21M.UR","Undergraduate Research in Music and Theater Arts","",,,,,,Y,Y,Y,Y,"N. Paschal",,,
"21M.URG","Undergraduate Research in Music",,,,,,,,,,,"N. Paschal",,,
"WGS.101","Introduction to Women's and Gender Studies","",,,,,,Y,,Y,,"A. Walsh","CI-H","HASS-H",
"WGS.109","Women and Global Activism in Media and Politics","",,,,,,,,Y,,,"CI-H","HASS-H",
"WGS.110","Sexual and Gender Identities","",,"21H.108[J]",,,,Y,,,,"C. Horan",,"HASS-H",
"WGS.111","Gender and Media Studies","",,"CMS.619[J]",,,,Y,,,,"K. Surkan",,"HASS-H",
"WGS.115","Gender and Technology","",,,,,,Y,,,,,,"HASS-H",
"WGS.125","Games and Culture","",,"21W.768[J],CMS.616[J]",,"CMS.868",,Y,,,,"T. Taylor",,"HASS-S",
"WGS.140","Race and Identity in American Literature","Permission of instructor",,"21L.504[J]",,,,,,Y,,,,"HASS-H",
"WGS.141","International Women's Voices","",,"21G.022[J],21L.522[J]",,,"2017-2018",,,Y,,,,"HASS-H",
"WGS.142","Narrative and Identity: Writing and Film by Contemporary Women of Color","",,,,,"2018-2019",,,Y,,,,"HASS-H",
"WGS.145","Globalization: The Good, the Bad and the In-Between","",,"21L.020[J]",,,,Y,,,,"M. Resnick","CI-H","HASS-H",
"WGS.150","Gender, Power, Leadership, and the Workplace","",,,,,,,,Y,,,,"HASS-S",
"WGS.151","Gender, Health, and Society","",,,,,,Y,,,,"B. Charlton",,"HASS-S",
"WGS.154","Gender and Japanese Popular Culture","",,"21A.143[J],21G.039[J]",,"21G.591","2018-2019",,,Y,,,,"HASS-H",
"WGS.155","Global Sexualities","",,"21A.310[J]",,,,Y,,,,"L. Tso",,"HASS-S",
"WGS.161","Gender and the Law in US History","",,"21H.320[J]",,,"2017-2018",Y,,,,,,"HASS-H",
"WGS.172","For Love and Money: Rethinking the Family","",,"21A.111[J]",,,,Y,,,,"H. Paxson",,"HASS-S",
"WGS.181","Queer Cinema","",,,,,,Y,,,,"K. Surkan",,"HASS-H",
"WGS.190","Black Matters: Introduction to Black Studies","",,"24.912[J],21H.106[J],21L.008[J],21W.741[J]",,,,,,Y,,,"CI-H",,
"WGS.220","Women and Gender in the Middle East and North Africa","",,"21H.263[J]",,,,,,Y,,,,"HASS-H",
"WGS.221","Women in the Developing World","",,,,,"2017-2018",Y,,,,,,"HASS-S",
"WGS.222","Women and War","",,"21H.381[J]",,,,Y,,,,"L. Ekmekcioglu",,"HASS-S",
"WGS.224","Race, Gender and Social Inequality: Reproductive Health Care in the United States","",,,,,,Y,,,,,,"HASS-S",
"WGS.225","The Science of Race, Sex, and Gender","",,"21A.103[J],STS.046[J]",,,"2017-2018",,,Y,,,,"HASS-S",
"WGS.226","Science, Gender and Social Inequality in the Developing World","",,"STS.023[J]",,,,Y,,,,"A. Sur",,"HASS-H",
"WGS.228","Psychology of Sex and Gender","",,,,,,Y,,,,"C. Kapungu",,"HASS-S",
"WGS.229","Race, Culture, and Gender in the US and Beyond: A Psychological Perspective","",,,,,,,,Y,,,,"HASS-S",
"WGS.231","Writing about Race","",,"21W.742[J]",,,,Y,,,,"K. Ragusa","CI-H","HASS-H",
"WGS.233","New Culture of Gender: Queer France","One intermediate subject in French",,"21G.325[J]",,,"2017-2018",,,Y,,,,"HASS-H",
"WGS.234","The Invention of French Theory: A History of Transatlantic Intellectual Life since 1945","",,"21G.068[J]",,,"2017-2018",,,Y,,,,"HASS-H",
"WGS.235","Classics of Chinese Literature in Translation","",,"21G.044[J]",,"21G.195","2018-2019",,,Y,,,,"HASS-H",
"WGS.236","Introduction to East Asian Cultures: From Zen to K-Pop","",,"21G.030[J]",,"21G.193","2018-2019",Y,,,,"E. Teng Chung",,"HASS-H",
"WGS.240","Jane Austen","One subject in Literature",,"21L.473[J]",,,,Y,,,,"R. Perry",,"HASS-H",
"WGS.242","The Latina Experience in Literature, Film and Popular Culture","",,,,,,Y,,,,,,"HASS-H",
"WGS.245","Identities and Intersections: Queer Literatures","",,"21L.480[J]",,,,Y,,,,"J. Terrones",,"HASS-H",
"WGS.270","Violence, Human Rights, and Justice","",,"21A.442[J]",,,"2017-2018",,,Y,,,,"HASS-S",
"WGS.271","Dilemmas in Biomedical Ethics: Playing God or Doing Good?","",,"21A.302[J]",,,"2017-2018",Y,,,,,,"HASS-S",
"WGS.274","Images of Asian Women: Dragon Ladies and Lotus Blossoms","",,"21A.141[J],21G.048[J]",,,"2017-2018",,,Y,,,,"HASS-S",
"WGS.275","Gender in Science, Technology, and Environment","",,"21G.057[J],STS.022[J]",,,"2017-2018",,,Y,,,,"HASS-H",
"WGS.276","Cultures of Computing","",,"21A.504[J],STS.086[J]",,,"2017-2018",,,Y,,,,"HASS-S",
"WGS.301","Feminist Thought","",,"17.007[J],24.237[J]",,"17.006[J],24.637[J]",,Y,,,,"E. Wood",,"HASS-H",
"WGS.321","French Feminist Literature: Yesterday and Today","One intermediate subject in French,permission of instructor",,"21G.344[J]",,,"2018-2019",Y,,,,"B. Perreau",,"HASS-H",
"WGS.400","WGS Undergraduate Independent Study","Permission of instructor",,,,,,Y,,Y,,,,,
"WGS.UR","Undergraduate Research in Women's and Gender Studies","Permission of instructor",,,,,,Y,Y,Y,Y,,,,
"WGS.URG","Undergraduate Research in Women's and Gender Studies",,,,,,,,,,,,,,
"WGS.S10","Special Subject in Women's and Gender Studies","",,,,,,Y,,Y,,"M. Weinstock",,,
"WGS.600","Workshop for Dissertation Writers in Women's and Gender Studies","Must apply to the Graduate Consortium in Women's Studies",,,,,,Y,,Y,,,,,
"WGS.605","WGS Graduate Independent Study","Permission of instructor",,,,,,Y,,Y,,,,,
"WGS.610","Seminar in Feminist Issues","Must apply to the Graduate Consortium in Women's Studies",,,,,,Y,,,,,,,
"WGS.615","Feminist Inquiry: Strategies for Effective Scholarship","Must apply to the Graduate Consortium in Women's Studies",,,,,,,,Y,,,,,
"WGS.640","Studies in Women's Life Narratives","Must apply to the Graduate Consortium in Women's Studies",,,,,,Y,,,,,,,
"WGS.645","Issues of Representation: Feminist Theory","Application to the Graduate Consortium in Women's Studies",,,,,,Y,,Y,,"A. Sutton",,,
"WGS.680","The Economic History of Work and the Family","",,,,,,Y,,,,,,,
"WGS.700","Interdisciplinary Area Studies in Feminist Theories","Must apply to the Graduate Consortium in Women's Studies",,,,,,,,Y,,,,,
"22.00","Introduction to Modeling and Simulation","18.03,3.016,permission of instructor",,,,,,,,Y,,,,,"REST"
"22.01","Introduction to Nuclear Engineering and Ionizing Radiation","",,,,,,Y,,,,"M. Short",,,"REST"
"22.011","Seminar in Nuclear Science and Engineering","",,,,,"2017-2018",Y,,,,,,,
"22.012","Seminar in Fusion and Plasma Physics","",,,,,"2017-2018",,,Y,,,,,
"22.014","Ethics for Engineers","",,,,"6.9041",,Y,,Y,,"B. Trout",,,
"22.02","Introduction to Applied Nuclear Physics","Physics II GIR;Calculus II GIR;8.03,permission of instructor",,,,,,,,Y,,,,,"REST"
"22.033","Nuclear Systems Design Project","",,,,"22.33",,Y,,,,"Z. Hartwig",,,
"22.04","Social Problems of Nuclear Energy","",,"STS.084[J]",,,,,,Y,,,,"HASS-S",
"22.05","Neutron Science and Reactor Physics","18.03;22.01;22.06",,,,,,Y,,,,"B. Forget",,,
"22.054","Materials Performance in Extreme Environments","3.032;3.044",,"3.154[J]",,,"2018-2019",,,Y,,,,,
"22.055","Radiation Biophysics","Permission of instructor",,,,"22.55[J],HST.560[J]","2017-2018",,,Y,,,,,
"22.06","Engineering of Nuclear Systems","2.005",,,,,,,,Y,,,,,
"22.071","Electronics, Signals, and Measurement","18.03",,,,,,,,Y,,,,,"REST"
"22.081","Introduction to Sustainable Energy","Permission of instructor",,"2.650[J],10.291[J]",,,,Y,,,,"M. Golay",,,
"22.09","Principles of Nuclear Radiation Measurement and Protection","22.01",,,,"22.90",,Y,,,,"A. Danagoulian",,,"LAB"
"22.091","Independent Project in Nuclear Science and Engineering","Permission of instructor",,,,,,Y,Y,Y,Y,"M. Short",,,
"22.093","Independent Project in Nuclear Science and Engineering","Permission of instructor",,,,,,Y,Y,Y,Y,"M. Short",,,
"22.S092","Special Subject in Nuclear Science and Engineering","",,,,,,Y,Y,Y,Y,,,,
"22.S093","Special Subject in Nuclear Science and Engineering","",,,,,,Y,Y,Y,Y,,,,
"22.S094","Special Subject in Nuclear Science and Engineering","",,,,,,Y,Y,Y,Y,,,,
"22.EPE","UPOP Engineering Practice Experience","2.EPW,permission of instructor",,,,,,Y,,Y,,"J. Crim",,,
"22.EPW","UPOP Engineering Practice Workshop","",,,,,,Y,Y,,,"J. Crim",,,
"22.THT","Undergraduate Thesis Tutorial","",,,,,,Y,,,,"N. Gomes Loureiro",,,
"22.THU","Undergraduate Thesis","22.THT",,,,,,Y,Y,Y,Y,"M. Short",,,
"22.UR","Undergraduate Research Opportunities Program","",,,,,,Y,Y,Y,Y,"M. Short",,,
"22.URG","Undergraduate Research Opportunities Program",,,,,,,,,,,"M. Short",,,
"22.11","Applied Nuclear Physics","22.02,permission of instructor",,,,,,Y,,,,"B. Yildiz",,,
"22.12","Radiation Interactions, Control, and Measurement","8.02,permission of instructor",,,,,,Y,,,,"A. Danagoulian",,,
"22.13","Nuclear Energy Systems","22.01,2.005,permission of instructor",,,,,,,,Y,,,,,
"22.14","Materials in Nuclear Engineering","Chemistry GIR,permission of instructor",,,,,,,,Y,,,,,
"22.15","Essential Numerical Methods","12.010,permission of instructor",,,,,,Y,,,,"N. Gomes Loureiro",,,
"22.16","Nuclear Technology and Society","22.01,permission of instructor",,,,,,,,Y,,,,,
"22.211","Nuclear Reactor Physics I","22.05",,,,,,,,Y,,,,,
"22.212","Nuclear Reactor Analysis II","22.211",,,,,,Y,,,,"K. Smith",,,
"22.213","Nuclear Reactor Physics III","22.211",,,,,"2018-2019",,,Y,,,,,
"22.251","Systems Analysis of the Nuclear Fuel Cycle","22.05",,,,,"2017-2018",Y,,,,,,,
"22.312","Engineering of Nuclear Reactors","2.001;2.005;permission of instructor",,,,,,Y,,,,"J. Buongiorno",,,
"22.313","Thermal Hydraulics in Power Technology","2.006,10.302,22.312,permission of instructor",,"2.59[J],10.536[J]",,,"2018-2019",Y,,,,"M. Bucci",,,
"22.315","Applied Computational Fluid Dynamics and Heat Transfer","Permission of instructor",,,,,,,,Y,,,,,
"22.33","Nuclear Engineering Design","22.312",,,,"22.033",,Y,,,,,,,
"22.38","Probability and Its Applications To Reliability, Quality Control, and Risk Assessment","Permission of instructor",,,,,"2017-2018",,,Y,,,,,
"22.39","Integration of Reactor Design, Operations, and Safety","22.211;22.312",,,,,,Y,,,,"E. Baglietto",,,
"22.40","Fundamentals of Advanced Energy Conversion","2.006,2.051,2.06,permission of instructor",,"2.62[J],10.392[J]",,"2.60[J],10.390[J]",,,,Y,,,,,
"22.51","Quantum Theory of Radiation Interactions","22.11",,,,,"2017-2018",Y,,,,,,,
"22.55","Radiation Biophysics","Permission of instructor",,"HST.560[J]",,"22.055","2017-2018",,,Y,,,,,
"22.561","Magnetic Resonance Analytic, Biochemical, and Imaging Techniques","Permission of instructor",,"HST.584[J]",,,"2018-2019",,,Y,,,,,
"22.611","Introduction to Plasma Physics I","6.013,8.07;18.04","18.075","8.613[J]",,,,Y,,,,"I. Hutchinson",,,
"22.612","Introduction to Plasma Physics II","8.613",,"8.614[J]",,,"2017-2018",,,Y,,,,,
"22.615","MHD Theory of Fusion Systems","22.611J,8.613J",,,,,"2017-2018",,,Y,,,,,
"22.616","Plasma Transport Theory","22.615",,,,,"2017-2018",Y,,,,,,,
"22.617","Plasma Turbulence and Transport","22.616,permission of instructor",,,,,"2017-2018",,,Y,,,,,
"22.62","Fusion Energy","22.611",,,,,,,,Y,,,,,
"22.63","Engineering Principles for Fusion Reactors","Permission of instructor",,,,,"2018-2019",,,Y,,,,,
"22.67","Principles of Plasma Diagnostics","8.613J,22.611J",,,,,"2018-2019",Y,,,,"A. White",,,
"22.71","Modern Physical Metallurgy","3.022;3.032",,"3.40[J]",,"3.14",,Y,,,,"J. Li",,,
"22.72","Corrosion: The Environmental Degradation of Materials","3.012",,"3.54[J]",,,"2017-2018",,,Y,,,,,
"22.73","Defects in Materials","3.21;3.22",,"3.33[J]",,,"2017-2018",Y,,,,,,,
"22.74","Radiation Damage and Effects in Nuclear Materials","22.14,3.21,permission of instructors",,"3.31[J]",,,,Y,,,,"M. Short",,,
"22.75","Properties of Solid Surfaces","3.20,3.21,permission of instructor",,"3.30[J]",,,,,,Y,,,,,
"22.78","Principles of Nuclear Chemical Engineering and Waste Management","Permission of instructor",,,,,"2018-2019",,,Y,,,,,
"22.811","Sustainable Energy","Permission of instructor",,"1.818[J],2.65[J],10.391[J],11.371[J]",,"2.650[J],10.291[J],22.081[J]",,Y,,,,"M. Golay",,,
"22.812","Managing Nuclear Technology","Permission of instructor",,,,,,,,Y,,,,,
