Subject Id,Subject Title,Prerequisites,Corequisites,Joint Subjects,Equivalent Subjects,Meets With Subjects,Not Offered Year,Is Offered Fall Term,Is Offered Iap,Is Offered Spring Term,Is Offered Summer Term,Instructors,Comm Req Attribute,Hass Attribute,Gir Attribute
"7.81","Systems Biology","18.03;18.05;permission of instructor",,"8.591[J]",,"7.32",,Y,,,,"J. Gore",,,
"7.82","Topics of Mammalian Development and Genetics","Permission of instructor",,,,,,,,Y,,,,,
"7.85","The Hallmarks of Cancer","Permission of instructor","7.06",,,"7.45",,Y,,,,,,,
"7.87","Protein Folding and Misfolding in Biology","7.51;7.52;permission of instructor",,,,,,,,Y,,,,,
"7.89","Topics in Computational and Systems Biology","Permission of instructor",,"CSB.100[J]",,,,Y,,,,"C. Burge",,,
"7.930","Research Experience in Biopharma","",,"20.930[J]",,,,Y,,,,"S. Clarke",,,
"7.931","Independent Study in Biology","Permission of instructor",,,,,,Y,,Y,,"E. Walsh",,,
"7.932","Independent Study in Biology",,,,,,,,,,,"E. Walsh",,,
"7.933","Research Rotations in Biology","Permission of instructor",,,,,,Y,,Y,,"E. Walsh",,,
"7.934","Teaching Experience in Biology","Permission of instructor",,,,,,Y,,Y,,"E. Walsh",,,
"7.935","Responsible Conduct in Biology","Permission of instructor",,,,,,Y,,,,"E. Walsh",,,
"7.941","Research Problems","Permission of instructor",,,,,,Y,,,Y,"E. Walsh",,,
"7.942","Research Problems",,,,,,,,,,,,,,
"7.95","Cancer Biology","7.85;permission of instructor",,,,,,,,Y,,,,,
"7.98","Neural Plasticity in Learning and Memory","Permission of instructor",,"9.301[J]",,,,,,Y,,,,,
"7.S930","Special Subject in Biology","Permission of instructor",,,,,,Y,,Y,Y,"J. Chang",,,
"7.S931","Special Subject in Biology","Permission of instructor",,,,,,Y,,Y,Y,"J. Chang",,,
"7.S932","Special Subject in Biology","Permission of instructor",,,,,,Y,Y,Y,,,,,
"7.S939","Special Subject in Biology","Permission of instructor",,,,,,Y,Y,Y,,,,,
"7.THG","Graduate Biology Thesis","Permission of instructor",,,,,,Y,Y,Y,Y,"E. Walsh",,,
"8.01","Physics I","",,,,,,Y,,,,"D. Chakrabarty",,,"PHY1"
"8.011","Physics I","",,,,,,,,Y,,,,,"PHY1"
"8.012","Physics I","",,,,,,Y,,,,"M. Soljacic",,,"PHY1"
"8.01L","Physics I","",,,,,,Y,Y,,,"P. Jarillo-Herrero",,,"PHY1"
"8.02","Physics II","Physics I GIR;Calculus I GIR",,,,,,Y,,Y,,"M. Tegmark",,,"PHY2"
"8.021","Physics II","Physics I GIR;Calculus I GIR;permission of instructor",,,,,,Y,,,,"G. Stephans",,,"PHY2"
"8.022","Physics II","Physics I GIR","Calculus II GIR",,,,,Y,,Y,,"J. Checkelsky",,,"PHY2"
"8.03","Physics III","Calculus II GIR;Physics II GIR",,,,,,Y,,Y,,"Y. Lee",,,"REST"
"8.033","Relativity","Physics II GIR;Calculus II GIR",,,,,,Y,,,,"J. Thaler",,,"REST"
"8.04","Quantum Physics I","8.03;18.03,18.032",,,"8.S04",,,,,Y,,,,,"REST"
"8.S04","Special Subject: Quantum Physics I","8.03;18.03,18.032",,,"8.04",,,Y,,,,"B. Zwiebach",,,"REST"
"8.044","Statistical Physics I","8.03;18.03",,,,,,,,Y,,,,,
"8.05","Quantum Physics II","8.04",,,"8.051",,,Y,,,,"W. Detmold",,,
"8.051","Quantum Physics II","8.04;permission of instructor",,,"8.05",,,,,Y,,,,,
"8.06","Quantum Physics III","8.05",,,,,,,,Y,,,,,
"8.07","Electromagnetism II","8.03;18.03",,,,,,Y,,,,"A. Guth",,,
"8.08","Statistical Physics II","8.044;8.05",,,,,,,,Y,,,,,
"8.09","Classical Mechanics III","8.223",,,,"8.309",,Y,,,,"I. Stewart",,,
"8.13","Experimental Physics I","8.04",,,,,,Y,,Y,,"J. Formaggio",,,"LAB"
"8.14","Experimental Physics II",,,,,,,,,,,,,,
"8.18","Research Problems in Undergraduate Physics","Permission of instructor",,,,,,Y,Y,Y,Y,"N. Mavalvala",,,
"8.19","Readings in Physics","",,,,,,Y,Y,Y,Y,"N. Mavalvala",,,
"8.20","Introduction to Special Relativity","Physics I GIR;Calculus I GIR",,,,,,,Y,,,,,,"REST"
"8.21","Physics of Energy","Physics II GIR;Calculus II GIR;Chemistry GIR",,,,,,,,Y,,,,,"REST"
"8.223","Classical Mechanics II","Physics I GIR;Calculus II GIR",,,,,,,Y,,,,,,
"8.224","Exploring Black Holes: General Relativity and Astrophysics","8.033,8.20",,,,,,,,Y,,,,,
"8.225","Einstein, Oppenheimer, Feynman: Physics in the 20th Century","",,"STS.042[J]",,,"2017-2018",,,Y,,,,"HASS-H",
"8.226","Forty-three Orders of Magnitude","8.04;8.044;permission of instructor",,,,,"2017-2018",,,Y,,,,,
"8.231","Physics of Solids I","8.044","8.05",,,,,Y,,,,"L. Fu",,,
"8.241","Introduction to Biological Physics","Physics II GIR;8.044,5.60",,,,"20.315,20.415",,,,Y,,,,,
"8.251","String Theory for Undergraduates","8.033;8.044;8.05",,,"8.821",,"2017-2018",,,Y,,,,,
"8.276","Nuclear and Particle Physics","8.033;8.04",,,,,"2017-2018",,,Y,,,,,
"8.277","Introduction to Particle Accelerators","6.013,8.07;permission of instructor",,,,,"2017-2018",Y,Y,Y,,,,,
"8.282","Introduction to Astronomy","Physics I GIR",,"12.402[J]",,,,,,Y,,,,,"REST"
"8.284","Modern Astrophysics","8.04","8.05",,,,,,,Y,,,,,
"8.286","The Early Universe","18.03;Physics II GIR",,,,,"2017-2018",Y,,,,,,,"REST"
"8.287","Observational Techniques of Optical Astronomy","8.282J,12.402J,12.409,other introductory astronomy course","8.03","12.410[J]",,,,Y,,,,"R. Binzel",,,"LAB"
"8.290","Extrasolar Planets: Physics and Detection Techniques","8.03;18.03",,"12.425[J]",,"12.625",,Y,,,,"S. Seager",,,"REST"
"8.292","Fluid Physics","8.044,5.60,permission of instructor",,"12.330[J]",,,"2017-2018",,,Y,,,,,
"8.295","Practical Work Experience","",,,,,,Y,Y,Y,Y,,,,
"8.297","Physics of the 21st Century","8.033;8.044;8.05;8.13",,,,,,,,Y,,,,,
"8.298","Selected Topics in Physics","Permission of instructor",,,,,,Y,Y,Y,Y,,,,
"8.299","Physics Teaching","",,,,,,Y,,Y,,"N. Mavalvala",,,
"8.S10","Special Subject: Physics","",,,,,,,Y,,,,,,
"8.S30","Special Subject: Physics","",,,,,,,Y,,,,,,
"8.S50","Special Subject: Physics","",,,,,,,,Y,,,,,
"8.UR","Undergraduate Research","",,,,,,Y,Y,Y,Y,"N. Mavalvala",,,
"8.THU","Undergraduate Physics Thesis","",,,,,,Y,Y,Y,Y,"N. Mavalvala",,,
"8.309","Classical Mechanics III","",,,,"8.09",,Y,,,,,,,
"8.311","Electromagnetic Theory I","8.07",,,,,,,,Y,,,,,
"8.315","Mathematical Methods in Nanophotonics","18.303,8.07,permission of instructor",,"18.369[J]",,,"2018-2019",,,Y,,,,,
"8.321","Quantum Theory I","8.05",,,,,,Y,,,,"S. Todadri",,,
"8.322","Quantum Theory II",,,,,,,,,,,,,,
"8.323","Relativistic Quantum Field Theory I","8.321",,,,,,,,,,,,,
"8.324","Relativistic Quantum Field Theory II","8.322;8.323",,,,,,Y,,,,"H. Liu",,,
"8.325","Relativistic Quantum Field Theory III","8.324",,,,,,,,Y,,,,,
"8.333","Statistical Mechanics I","8.044;8.05",,,,,,Y,,,,"M. Kardar",,,
"8.334","Statistical Mechanics II",,,,,,,,,,,,,,
"8.351","Classical Mechanics: A Computational Approach","Physics I GIR;18.03;permission of instructor",,"6.946[J],12.620[J]",,"12.008","2017-2018",Y,,,,,,,
"8.361","Quantum Theory of Many-Particle Systems","8.322;8.333",,,,,,Y,,,,,,,
"8.370","Quantum Computation","Permission of instructor",,"2.111[J],18.435[J]",,,,Y,,,,"P. Shor",,,
"8.371","Quantum Information Science","18.435",,"6.443[J],18.436[J]",,,,,,Y,,,,,
"8.381","Selected Topics in Theoretical Physics","Permission of instructor",,,,,,Y,,Y,,,,,
"8.382","Selected Topics in Theoretical Physics","Permission of instructor",,,,,,Y,,Y,,,,,
"8.391","Pre-Thesis Research","Permission of instructor",,,,,,Y,,,,"C. Modica",,,
"8.392","Pre-Thesis Research",,,,,,,,,,,,,,
"8.395","Teaching College-Level Science and Engineering","",,"1.95[J],5.95[J],7.59[J],18.094[J]",,"2.978",,Y,,,,"J. Rankin",,,
"8.398","Selected Topics in Graduate Physics","Permission of instructor",,,,,,Y,Y,Y,,"J. Formaggio",,,
"8.399","Physics Teaching","Permission of instructor",,,,,,Y,,Y,,"C. Paus",,,
"8.421","Atomic and Optical Physics I","8.05",,,,,,,,,,,,,
"8.422","Atomic and Optical Physics II","8.05",,,,,"2017-2018",,,Y,,,,,
"8.431","Nonlinear Optics","6.013,8.07",,"6.634[J]",,,,,,Y,,,,,
"8.481","Selected Topics in Physics of Atoms and Radiation","8.321",,,,,,Y,,Y,,,,,
"8.482","Selected Topics in Physics of Atoms and Radiation","8.321",,,,,,Y,,Y,,,,,
"8.511","Theory of Solids I","8.231",,,,,,Y,,,,"L. Levitov",,,
"8.512","Theory of Solids II","8.511",,,,,,,,Y,,,,,
"8.513","Many-Body Theory for Condensed Matter Systems","8.05;8.08;8.033;8.231J",,,,,"2018-2019",Y,,,,"X. Wen",,,
"8.514","Strongly Correlated Systems in Condensed Matter Physics","8.322;8.333",,,,,"2017-2018",,,Y,,,,,
"8.581","Selected Topics in Condensed Matter Physics","Permission of instructor",,,,,,Y,,Y,,,,,
"8.582","Selected Topics in Condensed Matter Physics","Permission of instructor",,,,,,Y,,Y,,,,,
"8.590","Topics in Biophysics and Physical Biology","",,"7.74[J],20.416[J]",,,,Y,,,,"N. Fakhri",,,
"8.591","Systems Biology","18.03;18.05;permission of instructor",,"7.81[J]",,"7.32",,Y,,,,"J. Gore",,,
"8.592","Statistical Physics in Biology","8.333,permission of instructor",,"HST.452[J]",,,"2018-2019",,,Y,,,,,
"8.593","Biological Physics","8.044 recommended but not necessary",,"HST.450[J]",,,"2018-2019",,,Y,,,,,
"8.613","Introduction to Plasma Physics I","6.013,8.07;18.04","18.075","22.611[J]",,,,,,,,"I. Hutchinson",,,
"8.614","Introduction to Plasma Physics II","8.613",,"22.612[J]",,,"2017-2018",,,Y,,,,,
"8.624","Plasma Waves","8.613J",,,,,"2017-2018",,,Y,,,,,
"8.641","Physics of High-Energy Plasmas I","8.613J",,,,,,Y,,,,,,,
"8.642","Physics of High-Energy Plasmas II",,,,,,,,,,,,,,
"8.681","Selected Topics in Fluid and Plasma Physics","8.613J",,,,,,Y,,Y,,,,,
"8.682","Selected Topics in Fluid and Plasma Physics","8.613J",,,,,,Y,,Y,,,,,
"8.701","Introduction to Nuclear and Particle Physics","","8.321",,,,,Y,,,,"M. Williams",,,
"8.711","Nuclear Physics","8.321;8.701",,,,,,,,Y,,,,,
"8.712","Advanced Topics in Nuclear Physics","8.711,permission of instructor",,,,,,Y,,Y,,,,,
"8.781","Selected Topics in Nuclear Theory","8.323",,,,,,Y,,Y,,,,,
"8.782","Selected Topics in Nuclear Theory","8.323",,,,,,Y,,Y,,,,,
"8.811","Particle Physics","8.701",,,,,,Y,,,,"L. Winslow",,,
"8.812","Graduate Experimental Physics","8.701",,,,,,,Y,,,,,,
"8.821","String Theory","8.324",,,"8.251",,"2017-2018",Y,,,,,,,
"8.831","Supersymmetric Quantum Field Theories","Permission of instructor",,,,,"2017-2018",,,Y,,,,,
"8.841","Electroweak Interactions","8.324",,,,,"2017-2018",,,Y,,,,,
"8.851","Effective Field Theory","8.324",,,"8.S851",,"2017-2018",,,Y,,,,,
"8.861","Advanced Topics in Superfluidity","8.324",,,,,,Y,,,,,,,
"8.871","Selected Topics in Theoretical Particle Physics","8.323",,,,,"2017-2018",Y,,Y,,"F. Wilczek",,,
"8.872","Selected Topics in Theoretical Particle Physics",,,,,,,,,,,"W. Taylor",,,
"8.881","Selected Topics in Experimental Particle Physics","8.811",,,,,,Y,,Y,,,,,
"8.882","Selected Topics in Experimental Particle Physics","8.811",,,,,,Y,,Y,,,,,
"8.901","Astrophysics I","Permission of instructor",,,,,,,,,,,,,
"8.902","Astrophysics II","8.901",,,,,,Y,,,,"M. Vogelsberger",,,
"8.913","Plasma Astrophysics I","Permission of instructor",,,,,,Y,,,,,,,
"8.914","Plasma Astrophysics II",,,,,,,,,,,,,,
"8.921","Stellar Structure and Evolution","Permission of instructor",,,,,,,,Y,,,,,
"8.942","Cosmology","Permission of instructor",,,,,"2017-2018",Y,,,,,,,
"8.952","Particle Physics of the Early Universe","8.323","8.324",,,,"2017-2018",,,Y,,,,,
"8.962","General Relativity","18.03;18.06;8.07",,,,,,,,Y,,,,,
"8.971","Astrophysics Seminar","Permission of instructor",,,,,,Y,,Y,,,,,
"8.972","Astrophysics Seminar","Permission of instructor",,,,,,Y,,Y,,,,,
"8.981","Selected Topics in Astrophysics","Permission of Instructor",,,,,"2018-2019",,,Y,,,,,
"8.982","Selected Topics in Astrophysics","Permission of Instructor",,,,,"2018-2019",,,Y,,,,,
"8.995","Practical Work Experience","",,,,,,Y,Y,Y,Y,,,,
"8.S301","Special Subject: Physics","Permission of instructor",,,,,,,,Y,,,,,
"8.S421","Special Subject: Physics","Permission of instructor",,,,,"2017-2018",Y,,,,,,,
"8.THG","Graduate Physics Thesis","Permission of instructor",,,,,,Y,Y,Y,Y,"C. Modica",,,
"9.00","Introduction to Psychological Science","",,,,,,,,Y,,,,"HASS-S",
"9.01","Introduction to Neuroscience","",,,,,,Y,,,,"M. Bear, M. Lambo",,,"REST"
"9.011","Systems Neuroscience","Permission of instructor",,,,,,Y,,,,"E. Miller",,,
"9.012","Cognitive Science","Permission of instructor",,,,,,,,Y,,,,,
"9.013","Molecular and Cellular Neuroscience Core II","Permission of instructor",,"7.68[J]",,,,,,,,,,,
"9.014","Quantitative Methods and Computational Models in Neurosciences","",,,,,,Y,,,,"M. Jazayeri, D. Zysman",,,
"9.015","Molecular and Cellular Neuroscience Core I","",,"7.65[J]",,,,Y,,,,"T. Littleton",,,
"9.016","Acoustics, Production and Perception of Speech","8.03;6.003;permission of instructor",,"HST.714[J]",,,,Y,,,,"S. Ghosh",,,
"9.021","Cellular Neurophysiology and Computing","Physics II GIR;18.03;2.005,6.002,6.003,10.301,20.110,permission of instructor",,"2.794[J],6.521[J],20.470[J],HST.541[J]",,"2.791[J],6.021[J],9.21[J],20.370[J]",,Y,,,,"T. Heldt",,,
"9.04","Sensory Systems","9.01,permission of instructor",,,,,"2017-2018",,,Y,,,,,
"9.07","Statistics for Brain and Cognitive Science","6.00",,,,,,Y,,,,"E. Brown",,,
"9.073","Statistics for Neuroscience Research","Permission of instructor",,"HST.460[J]",,,"2017-2018",,,Y,,,,,
"9.09","Cellular and Molecular Neurobiology","7.05,9.01",,"7.29[J]",,,,,,Y,,,,,
"9.10","Cognitive Neuroscience","9.01",,,,,"2017-2018",,,Y,,,,,
"9.11","The Human Brain","9.00,9.01",,,,,,,,Y,,,,,
"9.110","Nonlinear Control","2.151,6.241,16.31,permission of instructor",,"2.152[J]",,,,,,Y,,,,,
"9.12","Experimental Molecular Neurobiology","9.01;Biology GIR",,,,,,,,Y,,,,,"LAB"
"9.123","Neurotechnology in Action","Permission of instructor",,"20.203[J]",,,,,,Y,,,,,
"9.14","Brain Structure and its Origins","9.01",,,,,,,,Y,,,,,
"9.15","Neural Circuits, Neuromodulatory, and Neuroendocrine Systems","7.29,9.01,permission of instructor",,,,,,Y,,,,"K. Tye",,,
"9.16","Cellular and Synaptic Neurophysiology","9.40",,,,"9.160",,Y,,,,"W. Xu",,,
"9.160","Cellular and Synaptic Neurophysiology","Permission of instructor",,,,"9.16",,Y,,,,,,,
"9.17","Systems Neuroscience Laboratory","7.29,9.40,permission of instructor","9.07",,,,,Y,,,,"M. Wilson",,,"LAB"
"9.175","Robotics","2.151,permission of instructor",,"2.165[J]",,,"2017-2018",,,Y,,,,,
"9.18","Developmental Neurobiology","9.01,7.03,7.05,permission of instructor",,"7.49[J]",,"7.69[J],9.181[J]","2017-2018",,,Y,,,,,
"9.181","Developmental Neurobiology",,,,,,,,,,,,,,
"9.19","Computational Psycholinguistics","6.00;6.041B,9.40,24.900;permission of instructor",,,,"9.190",,,,Y,,,,,
"9.190","Computational Psycholinguistics","6.00;6.431B,9.40,24.900;permission of instructor",,,,"9.19",,,,Y,,,,,
"9.20","Animal Behavior","9.00",,,,,"2017-2018",Y,,,,,,"HASS-S",
