Subject Id,Subject Title,Prerequisites,Corequisites,Joint Subjects,Equivalent Subjects,Meets With Subjects,Not Offered Year,Is Offered Fall Term,Is Offered Iap,Is Offered Spring Term,Is Offered Summer Term,Instructors,Comm Req Attribute,Hass Attribute,Gir Attribute
"15.723","Advanced Applied Macroeconomics and International Institutions","15.702,permission of instructor",,,,,,,Y,Y,,,,,
"15.724","Financial Management","Permission of instructor",,,"15.414",,,Y,,,,,,,
"15.725","Marketing Strategy for General Managers","",,,,,,,Y,,,,,,
"15.726","Pricing","",,,"15.818",,,,Y,,,,,,
"15.727","The Analytics Edge","15.730,permission of instructor",,,,,"2017-2018",,,Y,,,,,
"15.728","Deals, Finance, and the Law","",,,,,,,Y,,,,,,
"15.730","Data, Models, and Decisions","Permission of instructor",,,"15.060",,,,,Y,,,,,
"15.731","Risk Management","15.730;15.734;permission of the instructor",,,,,,,Y,,,,,,
"15.732","Marketing Management","Permission of instructor",,,"15.810,15.812",,,Y,,,,"C. Tucker, C. Tucker, T. Momoh, C. Tucker, T. Momoh",,,
"15.734","Introduction to Operations Management","Permission of instructor",,,"15.761,15.7611",,,,,,Y,"Section B: S. Gavirneni",,,
"15.735","Product Design","",,,,,,,Y,,,,,,
"15.736","Introduction to System Dynamics","Permission of instructor",,,"15.871",,,,,,Y,"Section B: N. Repenning, J. Sterman",,,
"15.737","Advanced System Dynamics","15.736,permission of instructor",,,"15.872",,,,Y,,,,,,
"15.738","Topics in Corporate Finance","15.724",,,,,,,Y,,,,,,
"15.739","Discovering Your Leadership Signature","",,,"15.318",,,,Y,,,,,,
"15.740","Strategic Communication for Executives","",,,,,,,Y,,,,,,
"15.761","Introduction to Operations Management","15.060,6.041B,permission of instructor",,,"15.734,15.7611",,,Y,,Y,Y,"J. Jonasson",,,
"15.7611","Introduction to Operations Management","6.041B,15.0791,permission of instructor",,,"15.734,15.761",,,,,Y,,,,,
"15.762","Supply Chain Planning","1.260,15.761",,"1.273[J],IDS.735[J]",,,,,,Y,,,,,
"15.763","Manufacturing System and Supply Chain Design","1.260,15.761,15.778",,"1.274[J],IDS.736[J]",,,,,,Y,,,,,
"15.764","The Theory of Operations Management","15.081J,6.251J,6.436J;permission of instructor",,"1.271[J],IDS.250[J]",,,,,,Y,,,,,
"15.765","Global Supply Chain Management","1.260,1.261,15.761,15.778,permission of instructor",,"1.265[J],2.965[J],SCM.265[J]",,,,,,Y,,,,,
"15.767","Healthcare Lab: Introduction to Healthcare Delivery in the United States","15.060;15.761;permission of instructor",,,"15.777",,,Y,,,,"R. Levi, A. Quaadgras, R. Walsh, I. Paulauskaite, C. Arroyave, L. Koller",,,
"15.768","Management of Services: Concepts, Design, and Delivery","15.761,15.778,permission of instructor",,,,,,,,Y,,,,,
"15.769","Operations Strategy","15.761,15.778,permission of instructor",,,,,,Y,,Y,,"D. Rosenfield, T. Morse, J. Challis, Z. Ton",,,
"15.770","Logistics Systems","Permission of instructor",,"1.260[J],IDS.730[J],SCM.260[J]",,,,Y,,,,"C. Caplice",,,
"15.771","Case Studies in Logistics and Supply Chain Management","Permission of instructor",,"1.261[J],SCM.261[J]",,,,,,Y,,,,,
"15.772","D-Lab: Supply Chains","",,"EC.733[J]",,,,Y,,,,"S. Graves, D. Merrill",,,
"15.773","Lion and GOAL teams for Leaders for Global Operations (LGO)","Permission of instructor",,,,,,,,Y,,,,,
"15.774","The Analytics of Operations Management","","15.060,permission of instructor",,,,,Y,,,,"T. Zaman, T. Morse",,,
"15.775","Analytics Proseminar","",,,,,,,,Y,,,,,
"15.777","Healthcare Lab: Introduction to Healthcare Delivery in the United States","15.060;15.761",,,"15.767",,,Y,Y,,,"R. Levi, A. Quaadgras, L. Koller, R. Walsh, I. Paulauskaite, C. Arroyave",,,
"15.778","Introduction to Operations Management","",,,,,,,,,Y,"Section B: V. Farias",,,
"15.779","Technology, Design and Entrepreneurship: Operating in Emerging Communities","Permission of instructor",,,,"15.781",,,,Y,,,,,
"15.780","Stochastic Models in Business Analytics","6.041B,15.0791,permission of instructor",,,,,,Y,,,,"T. Zaman, T. Morse",,,
"15.781","Technology, Design and Entrepreneurship: Operating in Emerging Communities","Permission of instructor",,,,"15.779",,,,Y,,,,,
"15.783","Product Design and Development","2.009,15.761,15.778,15.810,permission of instructor",,"2.739[J]",,,,,,Y,,,,,
"15.784","Operations Laboratory","","15.761",,,,,,,Y,,,,,
"15.785","Digital Product Management","",,,,,,Y,,,,"N. Meyer, D. Robertson",,,
"15.792","Global Operations Leadership Seminar","",,"2.890[J],10.792[J],16.985[J]",,,,Y,,Y,,"T. Roemer, A. Piccolo",,,
"15.794","Research Project in Operations","Permission of instructor",,,,,,Y,Y,Y,Y,"T. Roemer, A. Piccolo",,,
"15.795","Behavioral Decision Theories and Applications","Permission of instructor",,,,,"2017-2018",Y,,,,,,,
"15.799","Workshop in Operations Management","",,,,,,Y,,Y,,"J. Jonasson, C. Arroyave",,,
"15.809","Introduction to Marketing and Strategy","",,,"15.732,15.810,15.812",,,,,,Y,"Section B: D. Simester",,,
"15.810","Marketing Management","",,,"15.732,15.812",,,,,Y,,,,,
"15.812","Marketing Management","",,,"15.732,15.810",,,,,Y,,,,,
"15.818","Pricing","",,,"15.726",,,Y,,,,"C. Tucker, C. Tucker, T. Momoh, C. Tucker, T. Momoh",,,
"15.821","Listening to the Customer","",,,,,,,,Y,,,,,
"15.822","Strategic Market Measurement","",,,,,"2017-2018",,,Y,,,,,
"15.828","Product Management","",,,,,,,,Y,,,,,
"15.830","Enterprise Management Lab","","15.810,15.761,15.900",,,,,Y,Y,,,"S. Chatterjee, L. Koller, B. Blake, C. Quealy, R. Walsh",,,
"15.833","Business-to-Business Marketing","",,,,,,Y,,,,"S. Chatterjee, C. Quealy, B. Blake",,,
"15.834","Marketing Strategy","",,,,,"2017-2018",,,Y,,,,,
"15.835","Entrepreneurial Marketing","",,,,,"2017-2018",,,Y,,,,,
"15.838","Research Seminar in Marketing","",,,,,,Y,,Y,,"B. Wernerfelt, T. Momoh",,,
"15.839","Workshop in Marketing","Permission of instructor",,,,,,Y,,Y,,"D. Prelec, T. Momoh",,,
"15.840","Seminar in Marketing","15.810",,,,,,Y,,Y,,"B. Libai",,,
"15.841","Seminar in Marketing","15.810",,,,,,Y,,Y,,"B. Libai",,,
"15.842","Seminar in Marketing","15.810",,,,,,Y,,Y,,"B. Libai",,,
"15.843","Seminar in Marketing","15.810",,,,,,Y,,Y,,"B. Libai",,,
"15.846","Branding","15.810",,,,,,,,Y,,,,,
"15.847","Consumer Behavior","15.810",,,,,,,,Y,,,,,
"15.871","Introduction to System Dynamics",,,,,,,Y,,,,,,,
"15.872","System Dynamics II","15.871",,,"15.737",,,Y,,Y,,"R. Oliva Pue, R. Oliva Pue, R. Oliva Pue",,,
"15.874","People and the Planet: Environmental Governance and Science","",,"12.387[J],IDS.063[J]",,,,Y,,,,"S. Solomon, N. Selin",,,
"15.8741","System Dynamics for Business Policy","",,,,,"2017-2018",Y,,Y,,,,,
"15.875","Applications of System Dynamics","15.872",,,,,"2017-2018",,,Y,,,,,
"15.878","Capstone Seminar in Sustainability","15.913",,,,,,,,Y,,,,,
"15.879","Research Seminar in System Dynamics","15.872;permission of instructor",,,,,,,,Y,,,,,
"15.900","Competitive Strategy","",,,"15.9001",,,Y,,Y,,"D. Sull, D. Sull, S. Taverna, L. Barone, D. Sull, S. Taverna, L. Barone",,,
"15.9001","Competitive Strategy","",,,"15.900",,,,,Y,,,,,
"15.902","Advanced Strategic Management","Permission of instructor",,,"15.714",,"2017-2018",,,Y,,,,,
"15.903","Managing the Modern Organization: Organizational Economics and Corporate Strategy","15.010,15.311",,,,,,Y,,Y,,"R. Gibbons, E. Manning",,,
"15.904","Advanced Strategic Management","15.900,permission of instructor",,,,,,Y,,Y,,"M. Cusumano, S. Rahman",,,
"15.905","Technology Strategy","",,,,,"2017-2018",,,Y,,,,,
"15.910","Innovation Strategy","",,,,,,,,Y,,,,,
"15.911","Entrepreneurial Strategy","",,,"15.715",,,,,Y,,,,,
"15.912","Strategic Management of Innovation and Entrepreneurship","15.910,15.911,permission of instructor",,,,,"2017-2018",,,Y,,,,,
"15.913","Strategies for Sustainable Business","",,,,,,,,Y,,,,,
"15.914","Competitive Dynamics and Strategy: Winning in Technology Markets","15.872;15.369,15.567,15.900,15.902",,,,,,,,Y,,,,,
"15.915","Laboratory for Sustainable Business","15.913",,,,,,,,Y,,,,,
"15.928","The Sociology of Strategy","15.342",,,,,"2018-2019",,,Y,,,,,
"15.929","Identity and Action","15.342",,,,,"2017-2018",,,Y,,,,,
"15.933","Strategic Opportunities in Energy","15.900,permission of instructor",,,,,,Y,,,,"H. Weil, C. Yem, S. Rahman",,,
"15.941","Leadership in Real Estate","",,"11.430[J]",,,,Y,,,,"G. Schuck",,,
"15.949","Seminar in Strategy","",,,,,,Y,,,,"A. Hoffman",,,
"15.S01","Special Seminar in Management","Permission of instructor",,,,,,Y,,Y,Y,"S. Kline",,,
"15.S02","Special Seminar in Management","Permission of instructor",,,,,,Y,Y,Y,,"C. Vaishnav, D. Merrill",,,
"15.S03","Special Seminar in Management","Permission of instructor",,,,,,,Y,,Y,,,,
"15.S04","Special Seminar in Management","Permission of instructor",,,,,,Y,Y,,Y,,,,
"15.S05","Special Seminar in Management","Permission of instructor",,,,,,,Y,Y,Y,,,,
"15.S06","Special Seminar in Management","Permission of instructor",,,,,,Y,Y,,Y,,,,
"15.S07","Special Seminar in Management","Permission of instructor",,,,,,Y,Y,Y,Y,"J. Little",,,
"15.S08","Special Seminar in Management","Permission of instructor",,,,,,,Y,,Y,,,,
"15.S09","Special Seminar in Management","Permission of instructor",,,,,,Y,,Y,,"R. Pozen",,,
"15.S10",,"Permission of instructor",,,,,,Y,Y,,Y,"E. Zuckerman, R. Gibbons, J. Denrell",,,
"15.S11",,"Permission of instructor",,,,,,Y,Y,,Y,"E. Zuckerman, R. Gibbons, J. Denrell",,,
"15.S12",,"Permission of instructor",,,,,,Y,Y,,Y,"E. Zuckerman, R. Gibbons, J. Denrell",,,
"15.S10",,"Permission of instructor",,,,,,Y,Y,,Y,"F. Murray, K. McGrath",,,
"15.S11",,"Permission of instructor",,,,,,Y,Y,,Y,"F. Murray, K. McGrath",,,
"15.S12",,"Permission of instructor",,,,,,Y,Y,,Y,"F. Murray, K. McGrath",,,
"15.S10","Special Seminar in Management","Permission of instructor",,,,,,Y,Y,Y,Y,"R. Pozen",,,
"15.S11","Special Seminar in Management","Permission of instructor",,,,,,Y,Y,Y,Y,"R. Pozen",,,
"15.S12","Special Seminar in Management","Permission of instructor",,,,,,Y,Y,Y,Y,"R. Pozen",,,
"15.S13","Special Seminar in Management","Permission of instructor",,,,,,Y,Y,Y,,"S. Johnson, A. Lippman, M. Fiorenza",,,
"15.S14","Special Seminar in Management","Permission of instructor",,,,,,,Y,Y,Y,,,,
"15.S15","Special Seminar in Management","Permission of instructor",,,,,,Y,Y,Y,Y,"C. Fogarty, T. Morse",,,
"15.S16","Special Seminar in Management","Permission of instructor",,,,,,Y,Y,,,"G. Campbell, J. Turnbull",,,
"15.S17","Special Seminar in Management","Permission of instructor",,,,,,Y,,Y,Y,"C. Vaishnav, R. Stoner, L. Koller, R. Walsh, D. Merrill, C. Fine",,,
"15.S18","Special Seminar in Management","Permission of instructor",,,,,,Y,,,,"R. Pozen, S. Rahman",,,
"15.S19","Special Seminar in Management","Permission of instructor",,,,,,Y,Y,Y,Y,"S. Johnson, M. Fiorenza, A. Lippman",,,
"15.S20","Special Seminar in Management",,,,,,,,,,,,,,
"15.S21","Special Seminar in Management",,,,,,,,,,,,,,
"15.S22","Special Seminar in Management",,,,,,,,,,,,,,
"15.S23","Special Seminar in Management",,,,,,,,,,,,,,
"15.S24","Special Seminar in Management",,,,,,,,,,,,,,
"15.S25","Special Seminar in Management",,,,,,,,,,,,,,
"15.S26","Special Seminar in Management",,,,,,,,,,,,,,
"15.S30","Special Distance Learning Seminar in Management","",,,,,,,,Y,,,,,
"15.S31","Special Distance Learning Seminar in Management","",,,,,,Y,Y,Y,Y,,,,
"15.S32","Special Distance Learning Seminar in Management","",,,,,,Y,Y,Y,Y,,,,
"15.S33","Special Distance Learning Seminar in Management","",,,,,,,,Y,Y,,,,
"15.S35","Special Distance Learning Seminar in Management",,,,,,,,,,,,,,
"15.S36","Special Distance Learning Seminar in Management",,,,,,,,,,,,,,
"15.S37","Special Distance Learning Seminar in Management",,,,,,,,,,,,,,
"15.S38","Special Distance Learning Seminar in Management",,,,,,,,,,,,,,
"15.S40","Special Seminar in Management","",,,,,,Y,Y,Y,Y,,,,
"15.S41","Special Seminar in Management","",,,,,,,Y,,,,,,
