Subject Id,Subject Title,Total Units,Not Offered Year,Is Offered Fall Term,Is Offered Iap,Is Offered Spring Term,Is Offered Summer Term
17.962,Second Year Paper Workshop,12,,,,Y,
17.THG,Graduate Political Science Thesis,,,Y,Y,Y,Y
17.THT,Thesis Research Design Seminar,12,,Y,,,
17.THU,Undergraduate Political Science Thesis,,,Y,Y,Y,Y
17.S912,Special Undergraduate Subject in Political Science,,,Y,,Y,
17.S914,Special Undergraduate Subject in Political Science,,,Y,,Y,
17.S916,Special Undergraduate Subject in Political Science,,,,,Y,
17.S917,Special Undergraduate Subject in Political Science,,,Y,,Y,
17.S918,Special Undergraduate Subject in Political Science,,,Y,,Y,
17.S919,Special Undergraduate Subject in Political Science,,,,,Y,
17.S950,Special Graduate Subject in Political Science,,,Y,,Y,
17.S951,Special Graduate Subject in Political Science,,,Y,,Y,
17.S952,Special Graduate Subject in Political Science,,,Y,,Y,
17.S953,Special Graduate Subject in Political Science,,,Y,Y,Y,Y
18.01,Calculus,12,,Y,,Y,
18.01A,Calculus,12,,Y,,,
18.02,Calculus,12,,Y,,Y,
18.02A,Calculus,12,,Y,Y,Y,
18.022,Calculus,12,,Y,,,
18.03,Differential Equations,12,,Y,,Y,
18.031,System Functions and the Laplace Transform,1,,Y,,Y,
18.032,Differential Equations,12,,,,Y,
18.04,Complex Variables with Applications,12,,,,Y,
18.05,Introduction to Probability and Statistics,12,,,,Y,
18.06,Linear Algebra,12,,Y,,Y,
18.062,Mathematics for Computer Science,12,,Y,,Y,
18.065,Matrix Methods in Data Analysis, Signal Processing, and Machine Learning,12,,,,Y,
18.0651,Matrix Methods in Data Analysis, Signal Processing, and Machine Learning,12,,,,Y,
18.075,Methods for Scientists and Engineers,12,,,,Y,
18.0751,Methods for Scientists and Engineers,12,,,,Y,
18.085,Computational Science and Engineering I,12,,Y,,Y,Y
18.0851,Computational Science and Engineering I,12,,Y,,Y,Y
18.086,Computational Science and Engineering II,12,2017-2018,,,Y,
18.0861,Computational Science and Engineering II,12,2017-2018,,,Y,
18.089,Review of Mathematics,12,,,,,Y
18.094,Teaching College-Level Science and Engineering,2,,Y,,,
18.095,Mathematics Lecture Series,2,,,Y,,
18.098,Internship in Mathematics,,,Y,Y,Y,Y
18.099,Independent Study,,,Y,Y,Y,Y
18.1001,Real Analysis,12,,Y,,Y,
18.1002,Real Analysis,12,,Y,,Y,
18.100A,Real Analysis,12,,Y,,Y,
18.100B,Real Analysis,12,,Y,,Y,
18.100P,Real Analysis,15,,,,Y,
18.100Q,Real Analysis,15,,Y,,,
18.101,Analysis and Manifolds,12,,Y,,,
18.1011,Analysis and Manifolds,12,,Y,,,
18.102,Introduction to Functional Analysis,12,,,,Y,
18.1021,Introduction to Functional Analysis,12,,,,Y,
18.103,Fourier Analysis: Theory and Applications,12,,Y,,,
18.1031,Fourier Analysis: Theory and Applications,12,,Y,,,
18.104,Seminar in Analysis,12,,,,Y,
18.112,Functions of a Complex Variable,12,,Y,,,
18.1121,Functions of a Complex Variable,12,,Y,,,
18.116,Riemann Surfaces,12,2017-2018,Y,,,
18.117,Topics in Several Complex Variables,12,2017-2018,,,Y,
18.118,Topics in Analysis,12,2018-2019,Y,,,
18.125,Measure Theory and Analysis,12,,,,Y,
18.137,Topics in Geometric Partial Differential Equations,12,2017-2018,,,Y,
18.152,Introduction to Partial Differential Equations,12,,,,Y,
18.1521,Introduction to Partial Differential Equations,12,,,,Y,
18.155,Differential Analysis I,12,,Y,,,
18.156,Differential Analysis II,12,,,,Y,
18.157,Introduction to Microlocal Analysis,12,2017-2018,,,Y,
18.158,Topics in Differential Equations,12,2017-2018,,,Y,
18.175,Theory of Probability,12,,,,Y,
18.176,Stochastic Calculus,12,,,,Y,
18.177,Topics in Stochastic Processes,12,,Y,,Y,
18.199,Graduate Analysis Seminar,12,2017-2018,Y,,,
18.200,Principles of Discrete Applied Mathematics,15,,,,Y,
18.200A,Principles of Discrete Applied Mathematics,12,,Y,,,
18.204,Undergraduate Seminar in Discrete Mathematics,12,,Y,,Y,
18.211,Combinatorial Analysis,12,,Y,,,
18.212,Algebraic Combinatorics,12,,,,Y,
18.217,Combinatorial Theory,12,,Y,,,
18.218,Topics in Combinatorics,12,,,,Y,
18.219,Seminar in Combinatorics,12,2017-2018,Y,,,
18.300,Principles of Continuum Applied Mathematics,12,,,,Y,
18.303,Linear Partial Differential Equations: Analysis and Numerics,12,,,,Y,
18.305,Advanced Analytic Methods in Science and Engineering,12,,Y,,,
18.306,Advanced Partial Differential Equations with Applications,12,,,,Y,
18.327,Topics in Applied Mathematics,12,2018-2019,,,Y,
18.330,Introduction to Numerical Analysis,12,,Y,,,
18.335,Introduction to Numerical Methods,12,,,,Y,
18.336,Fast Methods for Partial Differential and Integral Equations,12,,Y,,,
18.337,Numerical Computing and Interactive Software,12,,Y,,,
18.338,Eigenvalues of Random Matrices,12,2018-2019,,,Y,
18.352,Nonlinear Dynamics: The Natural Environment,12,,,,Y,
18.353,Nonlinear Dynamics: Chaos,12,,Y,,,
18.354,Nonlinear Dynamics: Continuum Systems,12,,,,Y,
18.3541,Nonlinear Dynamics: Continuum Systems,12,,,,Y,
18.355,Fluid Mechanics,12,2017-2018,Y,,,
18.357,Interfacial Phenomena,12,2018-2019,,,Y,
18.358,Nonlinear Dynamics and Turbulence,12,2017-2018,,,Y,
18.367,Waves and Imaging,12,2018-2019,Y,,,
18.369,Mathematical Methods in Nanophotonics,12,2018-2019,,,Y,
18.376,Wave Propagation,12,2017-2018,,,Y,
18.377,Nonlinear Dynamics and Waves,12,2018-2019,,,Y,
18.384,Undergraduate Seminar in Physical Mathematics,12,,Y,,,
18.385,Nonlinear Dynamics and Chaos,12,2017-2018,Y,,,
18.397,Mathematical Methods in Physics,12,2018-2019,Y,,,
18.400,Automata, Computability, and Complexity,12,,,,Y,
18.404,Theory of Computation,12,,Y,,,
18.4041,Theory of Computation,12,,Y,,,
18.405,Advanced Complexity Theory,12,2018-2019,Y,,,
18.408,Topics in Theoretical Computer Science,12,,Y,,Y,
18.410,Design and Analysis of Algorithms,12,,Y,,Y,
18.415,Advanced Algorithms,12,,Y,,,
18.416,Randomized Algorithms,12,2017-2018,,,Y,
18.417,Introduction to Computational Molecular Biology,12,,Y,,,
18.418,Topics in Computational Molecular Biology,12,,,,Y,
18.424,Seminar in Information Theory,12,,,,Y,
18.425,Cryptography and Cryptanalysis,12,,,,Y,
18.434,Seminar in Theoretical Computer Science,12,,Y,,,
18.435,Quantum Computation,12,,Y,,,
18.436,Quantum Information Science,12,,,,Y,
18.437,Distributed Algorithms,12,2017-2018,Y,,,
18.453,Combinatorial Optimization,12,2017-2018,,,Y,
18.4531,Combinatorial Optimization,12,2017-2018,,,Y,
18.455,Advanced Combinatorial Optimization,12,2017-2018,,Y,Y,Y
18.504,Seminar in Logic,12,2017-2018,,,Y,
18.510,Introduction to Mathematical Logic and Set Theory,12,2018-2019,Y,,,
18.515,Mathematical Logic,12,,,,Y,
18.600,Probability and Random Variables,12,,Y,,Y,
18.615,Introduction to Stochastic Processes,12,,,,Y,
18.642,Topics in Mathematics with Applications in Finance,15,,Y,,,
18.650,Fundamentals of Statistics,12,,Y,,Y,
18.6501,Fundamentals of Statistics,12,,Y,,Y,
18.655,Mathematical Statistics,12,,,,Y,
18.657,Topics in Statistics,12,,,,Y,
18.700,Linear Algebra,12,,Y,,,
18.701,Algebra I,12,,Y,,,
18.702,Algebra II,12,,,,Y,
18.703,Modern Algebra,12,,,,Y,
18.704,Seminar in Algebra,12,,,,Y,
18.705,Commutative Algebra,12,,Y,,,
18.706,Noncommutative Algebra,12,2017-2018,,,Y,
18.708,Topics in Algebra,12,2018-2019,,,Y,
18.715,Introduction to Representation Theory,12,2017-2018,Y,,,
18.721,Introduction to Algebraic Geometry,12,2018-2019,,,Y,
18.725,Algebraic Geometry I,12,,,,,
18.726,Algebraic Geometry II,12,,,,Y,
18.727,Topics in Algebraic Geometry,12,2017-2018,Y,,,
18.737,Algebraic Groups,12,2017-2018,Y,,,
18.745,Introduction to Lie Algebras,12,,,,Y,
18.747,Infinite-dimensional Lie Algebras,12,,Y,,,
18.748,Topics in Lie Theory,12,2017-2018,Y,,,
18.755,Introduction to Lie Groups,12,,Y,,,
18.757,Representations of Lie Groups,12,2017-2018,,,Y,
18.781,Theory of Numbers,12,,,,Y,
18.782,Introduction to Arithmetic Geometry,12,2018-2019,Y,,,
18.783,Elliptic Curves,12,2017-2018,,,Y,
18.7831,Elliptic Curves,12,2017-2018,,,Y,
18.784,Seminar in Number Theory,12,,Y,,,
18.785,Number Theory I,12,,Y,,,
18.786,Number Theory  II,12,,,,Y,
18.787,Topics in Number Theory,12,2017-2018,Y,,,
18.821,Project Laboratory in Mathematics,12,,Y,,Y,
18.901,Introduction to Topology,12,,Y,,Y,
18.9011,Introduction to Topology,12,,Y,,Y,
18.904,Seminar in Topology,12,,Y,,,
18.905,Algebraic Topology I,12,,Y,,,
18.906,Algebraic Topology II,12,,,,Y,
18.917,Topics in Algebraic Topology,12,,,,Y,
18.919,Graduate Topology Seminar,12,,Y,,,
18.937,Topics in Geometric Topology,12,2017-2018,,,Y,
18.950,Differential Geometry,12,,,,Y,
18.9501,Differential Geometry,12,,,,Y,
18.952,Theory of Differential Forms,12,,,,Y,
18.965,Geometry of Manifolds I,12,,Y,,,
18.966,Geometry of Manifolds II,12,,,,Y,
18.968,Topics in Geometry,12,2017-2018,Y,,,
18.979,Graduate Geometry Seminar,12,2017-2018,,,Y,
18.994,Seminar in Geometry,12,,,,Y,
18.999,Research in Mathematics,,,Y,,Y,Y
18.UR,Undergraduate Research,,,Y,Y,Y,Y
18.THG,Graduate Thesis,,,Y,Y,Y,Y
18.S096,Special Subject in Mathematics,,,Y,Y,Y,
18.S097,Special Subject in Mathematics,,,,Y,Y,
18.S995,Special Subject in Mathematics,,,Y,,,
18.S996,Special Subject in Mathematics,,,,,Y,
18.S997,Special Subject in Mathematics,,,Y,,,
18.S998,Special Subject in Mathematics,,,,Y,,
20.001,Introduction to Professional Success and Leadership in Biological Engineering,1,,Y,,Y,
20.002,Metakaryotic Biology and Epidemiology,2,,Y,,,
20.020,Introduction to Biological Engineering Design Using Synthetic Biology,9,2017-2018,,,Y,
20.102,Stem Cells in Organogenesis, Carcinogenesis, and Atherogenesis,12,,Y,,,
20.104,Environmental Cancer Risks, Prevention, and Therapy,12,,,,Y,
20.106,Systems Microbiology,12,2017-2018,Y,,,
20.109,Laboratory Fundamentals in Biological Engineering,15,,Y,,Y,
20.110,Thermodynamics of Biomolecular Systems,12,,Y,,Y,
20.129,Biological Circuit Engineering Laboratory,12,,,,Y,
20.200,Biological Engineering Seminar,1,,Y,,Y,
20.201,Fundamentals of Drug Development,12,,Y,,,
20.202,In vivo Models: Principles and Practices,6,,,,Y,
20.203,Neurotechnology in Action,12,,,,Y,
20.205,Principles and Applications of Genetic Engineering for Biotechnology and Neuroscience,12,,,,Y,
20.207,Biotechnologies in Infectious Disease,12,2017-2018,,,Y,
20.213,Genome Stability and Engineering in the Context of Diseases, Drugs, and Public Health,6,,,,Y,
20.215,Macroepidemiology, Population Genetics, and Stem Cell Biology of Human Clonal Diseases,18,,Y,,,
20.219,Selected Topics in Biological Engineering,,,Y,,Y,
20.260,Analysis and Presentation of Complex Biological Data,2,2017-2018,,Y,,
20.300,Advanced Workshop in Biological Engineering Communication: Professors Share Their Practices,3,2017-2018,,Y,,
20.305,Principles of Synthetic Biology,12,2017-2018,Y,,,
20.309,Instrumentation and Measurement for Biological Systems,12,,Y,,Y,
20.310,Molecular, Cellular, and Tissue Biomechanics,12,,Y,,,
20.315,Physical Biology,12,,,,Y,
20.320,Analysis of Biomolecular and Cellular Systems,12,,Y,,,
20.330,Fields, Forces and Flows in Biological Systems,12,,,,Y,
20.334,Biological Systems Modeling,6,,Y,,,
20.345,Bioinstrumentation Project Lab,12,,,,Y,
20.352,Principles of Neuroengineering,12,,Y,,,
20.361,Molecular and Engineering Aspects of Biotechnology,12,,,,Y,
20.363,Biomaterials Science and Engineering,12,,Y,,,
20.365,Engineering the Immune System in Cancer and Beyond,12,2017-2018,,,Y,
20.370,Cellular Neurophysiology and Computing,12,,Y,,,
20.375,Applied Developmental Biology and Tissue Engineering,12,,,,Y,
20.380,Biological Engineering Design,12,,Y,,Y,
20.385,Understanding Current Research in Synthetic Biology,9,2017-2018,,,Y,
20.390,Foundations of Computational and Systems Biology,12,2017-2018,,,Y,
20.405,Principles of Synthetic Biology,12,2017-2018,Y,,,
20.409,Biological Engineering II: Instrumentation and Measurement,12,,Y,,Y,
20.410,Molecular, Cellular, and Tissue Biomechanics,12,2017-2018,Y,,,
20.415,Physical Biology,12,,,,Y,
20.416,Topics in Biophysics and Physical Biology,2,,Y,,,
20.420,Principles of Molecular Bioengineering,12,,Y,,,
20.430,Fields, Forces, and Flows in Biological Systems,12,,Y,,,
20.440,Analysis of Biological Networks,15,,,,Y,
20.445,Methods and Problems in Microbiology,12,,Y,,,
20.446,Microbial Genetics and Evolution,12,,Y,,,
20.450,Molecular and Cellular Pathophysiology,12,2017-2018,Y,,,
20.452,Principles of Neuroengineering,12,,Y,,,
20.454,Revolutionary Ventures: How to Invent and Deploy Transformative Technologies,9,,Y,,,
20.463,Biomaterials Science and Engineering,12,,Y,,,
20.465,Engineering the Immune System in Cancer and Beyond,12,2017-2018,,,Y,
20.470,Cellular Neurophysiology and Computing,12,,Y,,,
20.475,Applied Developmental Biology and Tissue Engineering,12,,,,Y,
20.482,Foundations of Algorithms and Computational Techniques in Systems Biology,12,2017-2018,,,Y,
20.486,Case Studies and Strategies in Drug Discovery and Development,6,,,,Y,
20.487,Optical Microscopy and Spectroscopy for Biology and Medicine,12,,,,Y,
20.490,Foundations of Computational and Systems Biology,12,2017-2018,,,Y,
20.507,Biological Chemistry I,12,,Y,,,
20.554,Frontiers in Chemical Biology,6,,Y,,,
20.560,Statistics for Biological Engineering,2,2017-2018,,Y,,
20.586,Science and Business of Biotechnology,9,,,,Y,
20.902,Independent Study in Biological Engineering,,,Y,,Y,
20.903,Independent Study in Biological Engineering,,,Y,,Y,Y
20.920,Practical Work Experience,1,,Y,Y,Y,Y
20.930,Research Experience in Biopharma,12,,Y,,,
20.950,Research Problems in Biological Engineering,,,Y,,Y,Y
20.951,Thesis Proposal,24,,Y,,Y,Y
20.960,Teaching Experience in Biological Engineering,,,Y,,Y,
20.BME,Undergraduate Research in Biomedical Engineering,,,Y,,Y,
20.EPW,UPOP Engineering Practice Workshop,1,,Y,Y,,
20.S900,Special Subject in Biological Engineering,,,Y,,,
20.S940,Special Subject in Biological Engineering,,,Y,Y,Y,
20.S947,Special Subject in Biological Engineering,,,Y,,Y,
20.S948,Special Subject in Biological Engineering,,,,Y,Y,
20.S949,Special Subject in Biological Engineering,,,Y,,Y,
20.S952,Special Subject in Biological Engineering,,,Y,,Y,
20.THG,Graduate Thesis,,,Y,Y,Y,Y
20.THU,Undergraduate BE Thesis,,,Y,Y,Y,
20.UR,Undergraduate Research Opportunities,,,,Y,Y,
20.URG,Undergraduate Research Opportunities,,,Y,Y,Y,Y
21.THT,Humanities Pre-Thesis Tutorial,,,Y,,Y,
21.THU,Undergraduate Thesis in Humanities,,,Y,Y,Y,Y
21.UR,Undergraduate Research in Humanities,,,Y,Y,Y,Y
21.URG,Research in Humanities,,,Y,Y,Y,Y
21A.00,Introduction to Anthropology: Comparing Human Cultures,12,,Y,,,
21A.01,How Culture Works,12,,,,Y,
21A.103,The Science of Race, Sex, and Gender,12,2017-2018,,,Y,
21A.104,Memory, Culture, and Forgetting,9,,,,Y,
21A.111,For Love and Money: Rethinking the Family,12,,Y,,,
21A.119,Memory, Culture, and Forgetting,12,,,,Y,
21A.120,American Dream: Exploring Class in the US,12,2018-2019,,,Y,
21A.130,Introduction to Latin American Studies,12,,,,Y,
21A.140,Cultures of East Asia,12,2017-2018,Y,,,
21A.141,Images of Asian Women: Dragon Ladies and Lotus Blossoms,12,2017-2018,,,Y,
21A.143,Gender and Japanese Popular Culture,12,2018-2019,,,Y,
21A.150,Teaching and Learning: Cross-Cultural Perspectives,12,2017-2018,,,Y,
21A.155,Food, Culture, and Politics,12,,,,Y,
21A.156,Introduction to Sociology,12,,,,Y,
21A.157,The Meaning of Life,12,,,,Y,
21A.300,Practicum in Global Health and Development,12,2017-2018,,,Y,
21A.301,Disease and Health: Culture, Society, and Ethics,12,2017-2018,Y,,,
21A.302,Dilemmas in Biomedical Ethics: Playing God or Doing Good?,12,2017-2018,Y,,,
21A.303,The Anthropology of Biology,12,2017-2018,Y,,,
21A.305,Drugs, Politics, and Culture,12,2017-2018,Y,,,
21A.306,Culture, Embodiment, and the Senses,12,2017-2018,Y,,,
21A.308,Global Mental Health,12,2017-2018,Y,,,
21A.310,Global Sexualities,12,,Y,,,
21A.319,History and Anthropology of Medicine and Biology,12,2017-2018,,,Y,
21A.329,Practicum in Global Health and Development,12,2017-2018,,,Y,
21A.331,Infections and Inequalities: Interdisciplinary Perspectives on Global Health,12,2017-2018,,,Y,
21A.400,The Stakes of International Development,12,2017-2018,,,Y,
21A.409,Ethics of Intervention,12,,Y,,,
21A.410,Environmental Struggles,12,,,,Y,
21A.411,People and Other Animals,12,2017-2018,Y,,,
21A.415,Energy Decisions, Markets, and Policies,12,2017-2018,Y,,,
21A.419,People and Other Animals,12,2017-2018,Y,,,
21A.429,Environmental Conflict,12,2017-2018,Y,,,
21A.442,Violence, Human Rights, and Justice,12,2017-2018,,,Y,
21A.461,What Is Capitalism?,12,,Y,,,
21A.500,Technology and Culture,9,,Y,,,
21A.501,Art, Craft, Science,12,2017-2018,,,Y,
21A.502,Fun and Games: Cross-Cultural Perspectives,12,,Y,,,
21A.503,Language and Technology,12,2017-2018,Y,,,
21A.504,Cultures of Computing,12,2017-2018,,,Y,
21A.505,The Anthropology of Sound,12,,,,Y,
21A.506,The Anthropology of Politics,12,2017-2018,Y,,,
21A.507,Resonance: Sonic Experience, Science, and Art,12,2017-2018,Y,,,
21A.508,Anthropology through Speculative Fiction,12,,Y,,,
21A.509,Art, Craft, Science,12,2017-2018,,,Y,
21A.519,Resonance: Sonic Experience, Science, and Art,12,2017-2018,Y,,,
21A.520,Magic, Science, and Religion,12,,Y,,,
21A.550,DV Lab: Documenting Science through Video and New Media,18,2017-2018,,,Y,
21A.551,Advanced DV Lab: Documenting Science through Video and New Media,12,2017-2018,,,Y,
21A.559,DV Lab: Documenting Science through Video and New Media,18,2017-2018,,,Y,
21A.801,Cross-Cultural Investigations: Technology and Development,12,2017-2018,,,Y,
21A.802,Seminar in Ethnography and Fieldwork,12,2017-2018,,,Y,
21A.809,Designing Empirical Research in the Social Sciences,12,2017-2018,,,Y,
21A.819,Qualitative Research Methods,12,,Y,,,
21A.829,Ethnography,12,2018-2019,,,Y,
21A.839,Cross-Cultural Investigations: Technology and Development,12,2017-2018,,,Y,
21A.859,Social Theory and Analysis,12,,Y,,,
21A.901,Independent Study in Anthropology,,,Y,Y,Y,Y
21A.902,Independent Study in Anthropology,,,Y,Y,Y,Y
21A.929,Graduate Independent Study,,,Y,Y,Y,Y
21A.939,Graduate Independent Study,,,Y,Y,Y,Y
21A.949,Graduate Independent Study,,,Y,Y,Y,Y
21A.950,Teaching Anthropology,,,Y,,Y,
21A.S01,Special Subject in Anthropology,,,Y,Y,Y,Y
21A.S02,Special Subject in Anthropology,,,Y,Y,Y,Y
21A.S10,Special Graduate Subject in Anthropology,,,Y,Y,Y,Y
21A.S11,Special Graduate Subject in Anthropology,,,Y,Y,Y,Y
21A.THT,Anthropology Pre-Thesis Tutorial,,,Y,Y,Y,Y
21A.THU,Undergraduate Thesis in Anthropology,,,Y,Y,Y,Y
21A.UR,Undergraduate Research,,,Y,Y,Y,Y
21A.URG,Undergraduate Research,,,Y,Y,Y,Y
21W.011,Writing and Rhetoric: Rhetoric and Contemporary Issues,12,,Y,,Y,
21W.012,Writing and Rhetoric: Food for Thought,12,,Y,,,
21W.013,Writing and Rhetoric: Introduction to Contemporary Rhetoric,12,,Y,,,
21W.014,Writing and Rhetoric: Exploring Visual Media,12,2017-2018,,,Y,
21W.015,Writing and Rhetoric: Writing about Sports,12,,Y,,,
21W.016,Writing and Rhetoric: Designing Meaning,12,,Y,,,
21W.021,Writing and Experience: MIT Inside, Live,12,,Y,,,
21W.022,Writing and Experience: Reading and Writing Autobiography,12,,Y,,Y,
21W.026,Writing and Experience: The Hero in the Postmodern World,12,,Y,,,
21W.031,Science Writing and New Media: Explorations in Communicating about Science and Technology,12,,Y,,Y,
21W.032,Science Writing and New Media: Introduction to Digital Media,12,,Y,,,
21W.034,Science Writing and New Media: Perspectives on Medicine and Public Health,12,,Y,,,
